system:index,blue,blue_1,current_slice,found_slice,green,green_1,id,nir,nir_1,red,red_1,swir1,swir1_1,swir2,swir2_1,.geo
0_0,0.5588072,1419,11,11,0.5472891,1187,1_0000d5d88c220cf2eb8f,0.68473285,2564,0.5850198,1042,0.52132505,740,0.45089066,395,
1_0,0.4101492,1839,11,11,0.39095235,1611,1_0000e7f6d0960a13a2f8,0.5252197,2829,0.41235888,1555,0.36755708,886,0.33996338,570,
2_0,0.104039714,1301,11,-1,0.0796452,1063,2_0000b87c258df7e350ab,0.16905235,2107,0.07477178,922,0.12214084,1008,0.08239856,599,
3_0,0.32345566,2584,11,9,0.34772772,2492,1_00004a03f759c29db38c,0.4343749,3631,0.3749287,2641,0.07787844,969,0.05053303,593,
4_0,0.087531075,1275,11,-1,0.06408158,997,2_0000729af588085d2be8,0.19147423,1910,0.047130138,830,0.06531441,827,0.030872164,467,
5_0,0.19363609,2315,11,14,0.15636161,2037,1_00005b7d1d91c4c7b621,0.16665646,2603,0.15199244,2017,0.070207074,1129,0.06002145,772,
6_0,0.08557985,1096,11,10,0.06271335,858,1_00008d96978dc9cd52e9,0.17528273,1559,0.055226803,784,0.1284376,1087,0.07475691,687,
7_0,0.19594964,3094,11,9,0.18936816,3012,1_000085b3d6a02fea06fe,0.3023709,4044,0.20267558,3212,0.15080771,1205,0.09470333,825,
8_0,0.13249765,1213,11,0,0.10196379,964,1_0000987e7a6192222d61,0.17798069,1863,0.094337225,813,0.13202791,1017,0.091518715,619,
9_0,0.44511986,1484,11,11,0.4004159,1169,1_0000d6b7b515a2121c1a,0.48023808,1793,0.41809803,1023,0.28286862,693,0.27639216,434,
11_0,0.11781251,1488,11,-1,0.10838648,1287,2_000013036eab25291306,0.25545308,2346,0.1303463,1278,0.3310668,1820,0.2218584,1129,
12_0,0.12001469,1536,11,-1,0.0892169,1282,2_00006d04e81b70766c84,0.18083687,2303,0.07692541,1169,0.074715704,864,0.04772966,516,
13_0,0.14650849,1826,11,9,0.14978674,1586,1_000025abd45a5e4bcddb,0.23816624,2470,0.14160444,1517,0.06514131,639,0.036231805,375,
