system:index,blue,blue_1,current_slice,found_slice,green,green_1,id,nir,nir_1,red,red_1,swir1,swir1_1,swir2,swir2_1,.geo
2_0,0.19025049,1498,5,-1,0.13512748,996,2_0000b87c258df7e350ab,0.16635431,1362,0.13076994,890,0.04546973,677,0.041440047,542,
3_0,0.297862,2890,5,9,0.23714876,2456,1_00004a03f759c29db38c,0.33018556,3639,0.24855708,2598,0.05835288,673,0.044649784,547,
4_0,0.4411279,1590,5,-1,0.39355874,1117,2_0000729af588085d2be8,0.58189607,1785,0.44085306,994,0.5045435,297,0.47040677,256,
5_0,0.2662545,2192,5,14,0.20819803,1564,1_00005b7d1d91c4c7b621,0.25551343,2084,0.21262918,1557,0.14132589,1075,0.12877342,902,
6_0,0.14986844,1656,5,10,0.106306866,1219,1_00008d96978dc9cd52e9,0.25506723,2507,0.09321761,1159,0.07936656,819,0.050210074,586,
7_0,0.2679905,3717,5,9,0.20683561,3306,1_000085b3d6a02fea06fe,0.28168538,4823,0.20881781,3525,0.04848763,901,0.04046341,821,
8_0,0.17679952,1423,5,0,0.11266489,881,1_0000987e7a6192222d61,0.124760136,1172,0.093775414,724,0.06883832,678,0.051890053,544,
9_0,0.1960891,1825,5,11,0.124762565,1169,1_0000d6b7b515a2121c1a,0.13049066,1209,0.11024617,1014,0.04849261,464,0.03844883,389,
10_0,0.21356326,2163,5,8,0.14876324,1556,1_00004f849500be1ea36d,0.18212141,1852,0.13783312,1475,0.071968466,712,0.047695074,604,
11_0,0.37753785,5063,5,-1,0.3336947,5101,2_000013036eab25291306,0.50285536,8215,0.37191477,5990,0.21553129,1561,0.2014584,1420,
13_0,0.17646454,1685,5,9,0.11951404,1153,1_000025abd45a5e4bcddb,0.1571657,1731,0.10248566,979,0.035062235,416,0.025483059,293,
14_0,0.18878992,2339,5,10,0.13885686,1923,1_0000a1a58ffe5d93a5a7,0.2239716,3327,0.13470154,2031,0.08497623,892,0.061706454,684,
15_0,0.14373548,1691,5,11,0.098575205,1229,1_0000ff44dc3314642f9a,0.24753073,2678,0.0809026,1120,0.049515117,530,0.03416682,410,
16_0,0.3226928,1950,5,8,0.25719154,1351,1_00001cbce58ff06b4382,0.33591032,1489,0.2698238,1215,0.21009655,390,0.198321,328,
17_0,0.2880471,1595,5,0,0.21691573,927,1_00009cdc52a1c0ad04ca,0.25459424,594,0.21716036,684,0.10032948,183,0.09442979,140,
18_0,0.26268902,3480,5,-1,0.19783048,2856,2_0000caaf5c18331706cf,0.22932133,3495,0.19782507,3002,0.060975462,825,0.049003813,750,
19_0,0.14976676,1544,5,9,0.09100218,1034,1_000035e9c9f1c5ad4f6e,0.16443713,1910,0.070615724,845,0.030083472,401,0.019342558,275,
20_0,0.31660187,2994,5,8,0.2510741,2474,1_0000f41c478af0c7dc55,0.33482856,3463,0.2663366,2568,0.13785169,763,0.13151212,731,
21_0,0.28743243,2079,5,1,0.2125797,1472,1_00002f585f8a6461e243,0.24397609,1489,0.20919876,1349,0.13542284,545,0.111914925,505,
22_0,0.25242433,1773,5,9,0.19439098,1246,1_000077ba716bca8d5e72,0.27165568,2053,0.1866837,1109,0.09677979,595,0.0629716,475,
23_0,0.36669147,2194,5,11,0.30921924,1849,1_000091906473e57d071b,0.37261894,3178,0.3163547,1825,0.16466658,804,0.15304267,692,
25_0,0.36821744,2219,5,8,0.31456044,1623,1_00004f849500be1ea36d,0.46594977,2168,0.3499059,1558,0.40491143,722,0.33095562,607,
26_0,0.44361284,5170,5,8,0.37321612,4700,1_0000c4677ca9d436056d,0.53502935,6329,0.41463315,5293,0.23480761,1152,0.22167027,1088,
27_0,0.26763856,1911,5,9,0.2092897,1398,1_000077ba716bca8d5e72,0.29123688,2357,0.2084147,1294,0.105847016,629,0.07105286,514,
29_0,0.20753987,2494,5,-1,0.14548741,1973,2_00009e5954ecba826644,0.19025563,2983,0.13678485,1958,0.050547294,788,0.039512098,638,
30_0,0.23556925,1707,5,0,0.16904674,1218,1_0000dd799d8a38bcedcb,0.24595758,2281,0.16328584,1121,0.07267529,616,0.06410546,504,
31_0,0.20974237,2104,5,12,0.14029904,1474,1_000041264cd9247912b0,0.16689937,1828,0.13566948,1427,0.072974324,748,0.06300901,663,
32_0,0.14756042,1237,5,10,0.09359132,759,1_0000ca276e206abcdb53,0.16065006,1475,0.07517213,557,0.044614546,357,0.031284466,232,
33_0,0.48592454,4984,5,8,0.42424703,4646,1_0000c4677ca9d436056d,0.61663926,6742,0.48284978,5317,0.2606262,1485,0.24027188,1235,
34_0,0.1729016,1516,5,10,0.118315056,1040,1_000030745b59d503ae4e,0.17175734,1901,0.10484955,921,0.06988756,759,0.05653783,583,
35_0,0.29324374,3627,5,14,0.23336601,3141,1_00004d60893dead95cf2,0.34798887,4847,0.24895927,3534,0.16162282,1391,0.14304477,1217,
36_0,0.32080472,2222,5,-1,0.2582382,1709,2_0000be41fd7f1d1530c3,0.3572935,2597,0.27414954,1669,0.22941151,654,0.21271172,572,
37_0,0.45034832,1887,5,-1,0.3959244,1421,2_00009d0ab7ad8bcaa49b,0.49230716,2207,0.4218313,1348,0.36775982,705,0.32169506,519,
