system:index,blue,blue_1,current_slice,found_slice,green,green_1,id,nir,nir_1,red,red_1,swir1,swir1_1,swir2,swir2_1,.geo
0_0,0.25479493,1956,2,11,0.21437104,1411,1_0000d5d88c220cf2eb8f,0.33950818,2230,0.20827797,1271,0.06767887,455,0.0522169,341,
1_0,0.14158185,2352,2,11,0.09152699,1801,1_0000e7f6d0960a13a2f8,0.18881948,2768,0.06951334,1700,0.037082512,496,0.02345501,367,
2_0,0.12904513,1719,2,-1,0.08012474,1132,2_0000b87c258df7e350ab,0.10347769,1191,0.06784432,1037,0.07891683,536,0.061267912,482,
3_0,0.3618451,2759,2,9,0.32290545,2300,1_00004a03f759c29db38c,0.48460308,3342,0.34966117,2390,0.08911603,747,0.071465306,586,
4_0,0.1250995,1891,2,-1,0.07736811,1406,2_0000729af588085d2be8,0.16724017,2068,0.06023531,1291,0.027472585,493,0.017253019,395,
5_0,0.28441754,2605,2,14,0.22555862,1962,1_00005b7d1d91c4c7b621,0.277122,2247,0.23431657,1979,0.1482096,1024,0.13828203,924,
6_0,0.21789348,1856,2,10,0.16773586,1404,1_00008d96978dc9cd52e9,0.3038786,2814,0.1657955,1381,0.13199969,825,0.10662159,618,
7_0,0.34502673,3290,2,9,0.2936756,2882,1_000085b3d6a02fea06fe,0.46801203,4289,0.31190473,3039,0.072834566,876,0.060619947,704,
8_0,0.25610405,1947,2,0,0.19112487,1319,1_0000987e7a6192222d61,0.22091538,1437,0.18267822,1196,0.083173856,813,0.06809296,686,
9_0,0.30838597,2105,2,11,0.24444625,1383,1_0000d6b7b515a2121c1a,0.2827263,1330,0.24787992,1220,0.12241861,477,0.11961122,402,
11_0,0.5493918,4332,2,-1,0.5621963,4359,2_000013036eab25291306,0.9542069,7484,0.69078255,5217,0.20385027,2094,0.17355226,1704,
12_0,0.13358879,1759,2,-1,0.081175335,1173,2_00006d04e81b70766c84,0.098537296,1433,0.06145477,1011,0.046713483,449,0.030596346,340,
13_0,0.15851155,1810,2,9,0.091358304,1204,1_000025abd45a5e4bcddb,0.13143177,1569,0.072730176,1020,0.027032191,278,0.01804286,199,
14_0,0.19058149,2395,2,10,0.13890974,1912,1_0000a1a58ffe5d93a5a7,0.23339522,2875,0.1383729,2007,0.08032606,1062,0.06146923,918,
15_0,0.15682709,2286,2,11,0.11736866,1861,1_0000ff44dc3314642f9a,0.2615798,3373,0.10616194,1858,0.044759795,409,0.033955704,362,
16_0,0.13024159,2330,2,8,0.075152636,1733,1_00001cbce58ff06b4382,0.077703685,2070,0.053158417,1653,0.018753674,1044,0.013099989,953,
17_0,0.23843682,1878,2,0,0.16092968,1149,1_00009cdc52a1c0ad04ca,0.14272839,741,0.14477603,887,0.036250878,157,0.026695203,140,
18_0,0.22836225,2760,2,-1,0.16944304,2055,2_0000caaf5c18331706cf,0.20467378,2354,0.16870488,2071,0.060060002,625,0.050732244,560,
19_0,0.14074583,1758,2,9,0.08767868,1212,1_000035e9c9f1c5ad4f6e,0.17236766,1907,0.0635311,1025,0.03150682,370,0.015753405,276,
