system:index,blue,blue_1,current_slice,green,green_1,id,nir,nir_1,red,red_1,slice,swir1,swir1_1,swir2,swir2_1,tree_canopy_cover,uncertainty,.geo
0_0,0.08701692,968,13,0.0765239,759,1_0000a95156509e006ca1,0.2419767,2072,0.07094735,539,9,0.17176008,732,0.09684985,322,73,17.453926,
1_0,0.4617079,996,13,0.43415672,854,2_00007903cf5a6e2d9c91,0.6216512,3147,0.42838663,564,-1,0.2430349,1949,0.18881997,1050,67,17.680191,
2_0,0.08774529,1021,13,0.076159716,830,1_000031b9ed18748f3a44,0.24293266,2398,0.07215371,606,8,0.16324492,865,0.090044186,403,74,17.42122,
3_0,0.112696886,928,13,0.10155864,689,1_0000c3e45707791fb66a,0.24355118,1974,0.103695124,438,7,0.22875516,757,0.1414122,335,69,17.629845,
4_0,0.07526073,1018,13,0.07072112,866,2_0000f38f18f0143a22be,0.27719268,2456,0.0374921,592,-1,0.12360641,1148,0.057332728,565,68,17.487465,
5_0,0.10378338,938,13,0.09022362,765,1_0000a67e66a17e631b59,0.22903836,1916,0.096562624,562,11,0.25789753,1057,0.16083445,542,66,17.42122,
6_0,0.71114504,826,13,0.6730382,664,2_00000daf0d1fc2e07d35,0.7971596,2658,0.6970263,397,-1,0.45748776,1416,0.34248185,683,69,17.328142,
7_0,0.085022114,1003,13,0.07341483,831,1_0000ce6d46e12c94e8e1,0.24774028,2588,0.06601004,583,9,0.14642611,863,0.07970042,386,63,17.487465,
8_0,0.11346349,790,13,0.09996259,565,1_0000c325ef84992a6b13,0.22009493,1467,0.09313054,345,1,0.1721306,577,0.10931296,248,69,18.041588,
9_0,0.10530569,832,13,0.09419991,649,2_0000799c4b5590ee28a3,0.28405386,2218,0.10441548,578,-1,0.21835239,1719,0.13104688,953,7,17.298813,
10_0,0.108345985,511,13,0.09291083,296,2_000024dcdfbb6816fad6,0.2575755,1749,0.08444342,100,-1,0.21950676,2411,0.12387342,1383,25,18.0642,
11_0,0.085283205,987,13,0.067756444,838,2_00004ad2195a91311afb,0.18136089,2359,0.05636861,717,-1,0.1491372,1267,0.08767944,696,69,17.19008,
12_0,0.09700918,993,13,0.085673995,786,1_000031b9ed18748f3a44,0.24386589,2234,0.091774054,551,8,0.21332006,797,0.12511954,359,68,17.487465,
13_0,0.24780881,730,13,0.22169448,625,2_00003f66da74e45f1d4b,0.38599068,2841,0.2056975,346,-1,0.13860342,1402,0.11430844,649,65,17.215967,
14_0,0.11830563,871,13,0.10230398,666,1_000012e70a9134fec4f4,0.24690402,1824,0.09362128,447,11,0.17011693,832,0.09739569,400,71,17.117666,
15_0,0.15721995,859,13,0.1321073,711,2_0000e9727866c3800a2c,0.22106525,2327,0.11076386,461,-1,0.08722365,1473,0.058434293,766,65,17.7059,
16_0,0.08842965,875,13,0.07770387,697,1_0000464e619212e6a9b0,0.22937384,2111,0.07580016,467,11,0.19443381,721,0.11206352,311,75,17.593025,
17_0,0.079067826,996,13,0.073751494,814,2_000039ff0ca6ab1ab448,0.3087734,2800,0.038772218,560,-1,0.12903897,1267,0.056007765,606,63,17.785145,
18_0,0.086161986,823,13,0.09427479,781,2_0000ced12abae0ea8537,0.39113826,3399,0.05170725,443,-1,0.19118,2038,0.085928254,1044,20,18.743303,
19_0,0.090365514,975,13,0.08125378,799,1_000095e611450759dee0,0.26096752,2678,0.082529165,561,6,0.17452192,892,0.097645074,394,71,17.648558,
