system:index,blue,blue_1,current_slice,green,green_1,id,nir,nir_1,red,red_1,slice,swir1,swir1_1,swir2,swir2_1,tree_canopy_cover,uncertainty,.geo
0_0,0.1312447,1418,4,0.07814137,883,1_0000a95156509e006ca1,0.1425339,1573,0.05669821,673,9,0.029597193,283,0.01786884,191,73,17.453926,
1_0,0.33807972,2747,4,0.27082056,2098,2_00007903cf5a6e2d9c91,0.30530903,2513,0.27643648,2081,-1,0.12348465,911,0.10617433,800,67,17.680191,
2_0,0.13008104,1317,4,0.076186575,777,1_000031b9ed18748f3a44,0.10917806,1422,0.05514019,546,8,0.024991818,205,0.01725479,132,74,17.42122,
3_0,0.3881764,2389,4,0.3138681,1707,1_0000c3e45707791fb66a,0.4441234,2176,0.34572574,1650,7,0.18220043,496,0.174903,443,69,17.629845,
4_0,0.2979092,2015,4,0.23150896,1372,2_0000f38f18f0143a22be,0.27412403,1463,0.23520887,1169,-1,0.1626641,478,0.12777919,328,68,17.487465,
5_0,0.20330806,1888,4,0.13417861,1193,1_0000a67e66a17e631b59,0.15497237,1258,0.12460563,1041,11,0.0682663,503,0.058771793,417,66,17.42122,
7_0,0.13178962,1534,4,0.08079633,1023,1_0000ce6d46e12c94e8e1,0.16552527,2178,0.060377754,834,9,0.031398956,323,0.020694114,237,63,17.487465,
8_0,0.39388922,1600,4,0.32879332,926,1_0000c325ef84992a6b13,0.40633404,578,0.34580365,694,1,0.15176775,130,0.15139955,103,69,18.041588,
9_0,0.6000374,6892,4,0.5130959,5880,2_0000799c4b5590ee28a3,0.76568127,7322,0.60199904,6614,-1,0.18839933,864,0.18047416,956,7,17.298813,
11_0,0.8404509,2796,4,0.77719444,2233,2_00004ad2195a91311afb,1.0339302,2607,0.8818798,2258,-1,0.74992555,356,0.6985413,357,69,17.19008,
12_0,0.12667166,1341,4,0.07441632,822,1_000031b9ed18748f3a44,0.109887004,1515,0.055336885,618,8,0.029569823,346,0.020521846,230,68,17.487465,
13_0,0.65784717,1826,4,0.5969678,1366,2_00003f66da74e45f1d4b,0.741943,2118,0.64712775,1263,-1,0.35362703,807,0.35669142,612,65,17.215967,
14_0,0.24841146,1574,4,0.1894494,1059,1_000012e70a9134fec4f4,0.22691432,1304,0.18356371,905,11,0.09806227,233,0.08559068,195,71,17.117666,
15_0,0.19925073,2295,4,0.14094043,1657,2_0000e9727866c3800a2c,0.17943019,1936,0.13626042,1617,-1,0.07351519,612,0.06304115,538,65,17.7059,
17_0,0.28571618,1966,4,0.20570356,1202,2_000039ff0ca6ab1ab448,0.22266605,913,0.19962807,961,-1,0.1233228,247,0.10515702,177,63,17.785145,
18_0,0.40736553,3480,4,0.3306072,2781,2_0000ced12abae0ea8537,0.44477564,3684,0.3640679,2934,-1,0.24062279,908,0.22013387,854,20,18.743303,
19_0,0.14148161,1475,4,0.08918743,953,1_000095e611450759dee0,0.1825799,2129,0.06959091,756,6,0.035909098,324,0.023839995,237,71,17.648558,
21_0,0.13014661,1371,4,0.07638327,821,1_00007b8485919da4da28,0.102609284,1166,0.055074625,608,7,0.024455748,271,0.01652238,198,74,17.42122,
22_0,0.41946125,4553,4,0.3361368,3716,2_0000be9768c753b01335,0.3925618,4636,0.35771316,4012,-1,0.05422476,835,0.055786207,799,27,18.968695,
23_0,0.36656678,2063,4,0.29406422,1468,1_0000dbcad0412cda33c1,0.394303,1941,0.30951327,1348,1,0.110812224,339,0.10678786,298,62,17.52183,
24_0,0.3534095,1914,4,0.30285823,1471,2_00005a84f49ff83b35c5,0.45547384,3412,0.33277622,1423,-1,0.36365414,773,0.34131378,614,72,17.82595,
26_0,0.52358234,5885,4,0.45724058,5379,2_0000241e7399198b12e1,0.58643544,6761,0.5012552,5974,-1,0.50555784,866,0.44258842,935,4,17.487465,
