system:index,blue,blue_1,current_slice,green,green_1,id,nir,nir_1,red,red_1,slice,swir1,swir1_1,swir2,swir2_1,tree_canopy_cover,uncertainty,.geo
0_0,0.12322551,1616,8,0.09246153,1240,1_0000a95156509e006ca1,0.2373609,2355,0.078962006,1091,9,0.07855283,522,0.045518473,316,73,17.453926,
1_0,0.23614283,2593,8,0.17438568,2281,2_00007903cf5a6e2d9c91,0.15713209,2658,0.15997805,2505,-1,0.044645857,1076,0.037281957,913,67,17.680191,
2_0,0.11766289,1387,8,0.084694214,1012,1_000031b9ed18748f3a44,0.21948591,1967,0.07024498,831,8,0.08204858,447,0.045925494,260,74,17.42122,
3_0,0.47650483,1471,8,0.44715494,1048,1_0000c3e45707791fb66a,0.5950395,1767,0.4867938,886,7,0.06406598,552,0.049279533,367,69,17.629845,
4_0,0.2458902,1540,8,0.20007038,1126,2_0000f38f18f0143a22be,0.2721441,1172,0.19910988,1120,-1,0.09277801,373,0.07972221,365,68,17.487465,
5_0,0.14637771,1694,8,0.10557519,1243,1_0000a67e66a17e631b59,0.14779817,1680,0.09005674,1139,11,0.07812493,736,0.05688915,559,66,17.42122,
6_0,0.3335455,1759,8,0.2784052,1363,2_00000daf0d1fc2e07d35,0.35602853,1941,0.28253183,1280,-1,0.123656586,662,0.1111344,473,69,17.328142,
7_0,0.11072261,1569,8,0.077880576,1219,1_0000ce6d46e12c94e8e1,0.22549081,2463,0.05880349,1053,9,0.06057415,494,0.029969357,289,63,17.487465,
8_0,0.26015836,1386,8,0.2009579,962,1_0000c325ef84992a6b13,0.2248421,1327,0.18227968,775,1,0.029266048,256,0.017447066,161,69,18.041588,
9_0,0.8332024,8377,8,0.7672224,7834,2_0000799c4b5590ee28a3,0.82297516,8365,0.8183587,8431,-1,0.04172581,561,0.046626374,637,7,17.298813,
10_0,0.28103918,4756,8,0.2508193,4524,2_000024dcdfbb6816fad6,0.3400674,5391,0.27445439,5005,-1,0.11239143,839,0.07627091,733,25,18.0642,
11_0,0.36266118,1863,8,0.31254598,1482,2_00004ad2195a91311afb,0.40970036,1833,0.3304838,1434,-1,0.2753225,352,0.24421652,287,69,17.19008,
12_0,0.11834126,1310,8,0.08859483,936,1_000031b9ed18748f3a44,0.22650701,1841,0.07519706,762,8,0.114033625,504,0.06675138,293,68,17.487465,
13_0,0.5475783,2990,8,0.4949522,2600,2_00003f66da74e45f1d4b,0.57927334,3546,0.52079844,2686,-1,0.3849224,1322,0.3289051,1051,65,17.215967,
14_0,0.44981065,1205,8,0.41910452,858,1_000012e70a9134fec4f4,0.5594455,1426,0.44795853,716,11,0.43344778,466,0.3911498,297,71,17.117666,
15_0,0.39167106,2577,8,0.34727752,2259,2_0000e9727866c3800a2c,0.40520164,2684,0.35882717,2401,-1,0.15210536,917,0.14798412,767,65,17.7059,
16_0,0.10407244,1070,8,0.06717827,700,1_0000464e619212e6a9b0,0.15242642,1565,0.04720441,492,11,0.04048658,337,0.022811867,169,75,17.593025,
17_0,0.14488108,1610,8,0.10132364,1115,2_000039ff0ca6ab1ab448,0.1396735,1204,0.08642513,986,-1,0.059869923,396,0.039212037,304,63,17.785145,
18_0,0.4890297,4571,8,0.4516455,4198,2_0000ced12abae0ea8537,0.5313456,4927,0.4898574,4614,-1,0.073388934,847,0.061111465,760,20,18.743303,
19_0,0.18774924,1575,8,0.1682061,1236,1_000095e611450759dee0,0.24854004,2584,0.16293813,1091,6,0.04325757,494,0.030331146,271,71,17.648558,
21_0,0.13038653,1388,8,0.10007463,1021,1_00007b8485919da4da28,0.23534456,1876,0.08769174,847,7,0.08476171,509,0.049392004,304,74,17.42122,
22_0,0.71415144,4610,8,0.6525202,4134,2_0000be9768c753b01335,0.74867177,5018,0.7040671,4499,-1,0.114246,1190,0.117378384,933,27,18.968695,
23_0,0.44178873,1568,8,0.4124803,1189,1_0000dbcad0412cda33c1,0.571869,1934,0.44169843,1074,1,0.08413726,454,0.07471043,324,62,17.52183,
24_0,0.14419226,1270,8,0.113593355,953,2_00005a84f49ff83b35c5,0.26910207,2668,0.104342505,790,-1,0.1085532,841,0.07821148,428,72,17.82595,
25_0,0.1394937,1069,8,0.10418021,706,1_0000464e619212e6a9b0,0.20656422,1592,0.08654142,507,11,0.056616552,330,0.035996053,170,64,17.593025,
26_0,0.5359351,4101,8,0.4803509,3823,2_0000241e7399198b12e1,0.5250402,4436,0.50701654,4174,-1,0.08154364,936,0.07744124,726,4,17.487465,
27_0,0.17068389,1712,8,0.14757346,1433,2_000049dc2d4f45354d14,0.2567791,2448,0.14690033,1435,-1,0.08362709,839,0.05019548,534,67,17.328142,
28_0,0.0954997,1330,8,0.06562021,974,1_0000054850534ee32f70,0.18074228,1761,0.05004337,837,13,0.076004766,676,0.040232193,407,71,17.117666,
29_0,0.13335067,1219,8,0.09753423,853,1_0000464e619212e6a9b0,0.21867067,2003,0.07971582,652,11,0.059059396,444,0.036894158,229,71,17.453926,
30_0,0.460243,2077,8,0.44986594,1768,1_0000597f9e3af4e1a8ca,0.55879295,2353,0.5000583,1902,1,0.075735986,1119,0.06042473,848,67,17.38935,
31_0,0.7372793,4732,8,0.66428065,4310,2_000036bf0e2b194e30d5,0.75677407,5263,0.7133022,4697,-1,0.12451037,1057,0.12728518,791,18,18.85468,
32_0,0.2685464,3518,8,0.23548228,3342,2_000047c5c68f54a49850,0.34313768,4328,0.26009816,3750,-1,0.3048715,1728,0.24175385,1119,14,18.634615,
33_0,0.32670814,2556,8,0.2856452,2257,2_0000cfe4760e9b4051d3,0.37040547,3447,0.29213655,2289,-1,0.13486764,1311,0.12683868,1055,65,17.42122,
34_0,0.365575,4952,8,0.32442787,4720,2_000006d7a09516129d77,0.44631037,5928,0.36437863,5299,-1,0.0872609,843,0.06837311,738,16,18.425495,
35_0,0.67836046,6924,8,0.6810338,6690,2_0000134e6a17d8c9c059,0.90605175,7474,0.78680664,7285,-1,0.10320505,-110,0.10151663,33,8,18.37497,
36_0,0.3618157,1488,8,0.3275547,1080,1_0000c325ef84992a6b13,0.45643792,1603,0.351861,913,1,0.047170404,318,0.03953731,214,70,18.041588,
37_0,0.27431414,1879,8,0.23717448,1579,2_00002fc6f55f9a963d6c,0.36769694,2655,0.24460953,1642,-1,0.117324345,1052,0.10110242,757,69,17.557018,
38_0,0.23074329,2445,8,0.19792408,2326,2_0000847ade390dcbb903,0.37493262,3843,0.21668752,2546,-1,0.13655525,1283,0.09896203,883,71,18.37497,
39_0,0.28713277,1847,8,0.25141394,1438,1_00006af112204c5cdb10,0.31408924,1716,0.26311597,1414,0,0.11159308,931,0.09101414,770,57,17.9099,
41_0,0.5066353,5295,8,0.48977768,5105,2_00007f4ea95bfa189bb4,0.6235512,6554,0.557462,5830,-1,0.079756536,957,0.058621053,792,39,18.968695,
42_0,0.1925365,1418,8,0.16465409,1067,1_000095e611450759dee0,0.27262494,2293,0.15672773,891,6,0.13428298,447,0.10180685,229,74,17.453926,
43_0,0.09486261,1359,8,0.06313556,1006,1_0000054850534ee32f70,0.18800509,1766,0.045360763,873,13,0.073711246,663,0.03685562,408,71,17.073797,
44_0,0.42014664,3744,8,0.39157405,3425,2_00003f68b6bab67d3890,0.53193045,4311,0.4322098,3790,-1,0.12220446,728,0.10135128,586,14,17.745127,
