system:index,blue,blue_1,current_slice,green,green_1,id,nir,nir_1,red,red_1,slice,swir1,swir1_1,swir2,swir2_1,tree_canopy_cover,uncertainty,.geo
0_0,0.122290194,1542,2,0.07474247,1021,1_0000a95156509e006ca1,0.14770263,1726,0.051457316,819,9,0.02943703,306,0.014603521,209,73,17.453926,
1_0,0.23461705,2456,2,0.17028452,1841,2_00007903cf5a6e2d9c91,0.18265617,1913,0.16546276,1832,-1,0.068392955,928,0.060145196,827,67,17.680191,
2_0,0.11795286,1381,2,0.06887806,849,1_000031b9ed18748f3a44,0.13580133,1410,0.047087755,618,8,0.026504824,220,0.013051176,138,74,17.42122,
3_0,0.2861672,2484,2,0.22477683,1819,1_0000c3e45707791fb66a,0.28381145,2265,0.22698966,1759,7,0.10261193,624,0.09539006,525,69,17.629845,
5_0,0.3147153,2010,2,0.24860233,1299,1_0000a67e66a17e631b59,0.29258156,1335,0.2547985,1142,11,0.1380506,556,0.13455084,430,66,17.42122,
6_0,0.1672392,1596,2,0.10468311,951,2_00000daf0d1fc2e07d35,0.09116947,657,0.08082804,706,-1,0.024679825,172,0.014401847,118,69,17.328142,
7_0,0.12031793,1629,2,0.073495984,1131,1_0000ce6d46e12c94e8e1,0.17823732,2188,0.050254986,954,9,0.030310703,317,0.016971357,227,63,17.487465,
9_0,0.46482435,6992,2,0.40222305,6150,2_0000799c4b5590ee28a3,0.6088018,7393,0.45778245,6842,-1,0.19001722,750,0.17567946,804,7,17.298813,
10_0,0.2540249,4278,2,0.19385394,3703,2_000024dcdfbb6816fad6,0.30779758,4647,0.20746729,4078,-1,0.1097235,867,0.08719343,807,25,18.0642,
12_0,0.11682825,1426,2,0.06939551,910,1_000031b9ed18748f3a44,0.11987544,1540,0.047317732,706,8,0.032656707,335,0.0158575,223,68,17.487465,
13_0,0.32284248,859,2,0.28678107,449,2_00003f66da74e45f1d4b,0.41615152,1076,0.30754787,295,-1,0.30763367,753,0.27149084,450,65,17.215967,
14_0,0.12576076,1552,2,0.07424213,1041,1_000012e70a9134fec4f4,0.11103256,1215,0.054163687,868,11,0.021521192,217,0.013706229,163,71,17.117666,
15_0,0.17091937,1956,2,0.118173935,1300,2_0000e9727866c3800a2c,0.15226386,1280,0.1122686,1224,-1,0.10300794,655,0.084620856,623,65,17.7059,
16_0,0.124547474,1709,2,0.07134781,1120,1_0000464e619212e6a9b0,0.06518923,1226,0.047565203,909,11,0.013168869,277,0.0070758043,184,75,17.593025,
17_0,0.26239404,2127,2,0.19840732,1355,2_000039ff0ca6ab1ab448,0.22028278,891,0.19345793,1119,-1,0.0837729,217,0.07153064,171,63,17.785145,
18_0,0.41176113,3611,2,0.34704357,2913,2_0000ced12abae0ea8537,0.44842142,3605,0.37753832,3118,-1,0.18064886,972,0.16574666,895,20,18.743303,
19_0,0.12950812,1560,2,0.080161825,1056,1_000095e611450759dee0,0.17599615,2168,0.056884415,866,6,0.030013159,334,0.016886588,230,71,17.648558,
20_0,0.24096149,2347,2,0.18804893,1755,2_00009bec97e724b75bc4,0.32845122,2280,0.19769247,1755,-1,0.121813074,1315,0.095674016,1104,44,19.705618,
21_0,0.11792064,1462,2,0.069682986,930,1_00007b8485919da4da28,0.11280365,1298,0.045362927,717,7,0.025872387,314,0.012246258,219,74,17.42122,
22_0,0.4263698,3279,2,0.35442328,2604,2_0000be9768c753b01335,0.40397584,3390,0.3791315,2800,-1,0.044107206,1185,0.048123144,935,27,18.968695,
23_0,0.23773056,2012,2,0.1856753,1432,1_0000dbcad0412cda33c1,0.3317748,1858,0.17829792,1288,1,0.06329368,346,0.048952628,279,62,17.52183,
24_0,0.1509258,1979,2,0.10762685,1513,2_00005a84f49ff83b35c5,0.32308742,3154,0.09397527,1438,-1,0.09949106,746,0.06867158,562,72,17.82595,
25_0,0.12441644,1723,2,0.073116764,1136,1_0000464e619212e6a9b0,0.07901328,1238,0.048285887,928,11,0.015658509,266,0.008124073,178,64,17.593025,
26_0,0.6023261,3518,2,0.5611454,3113,2_0000241e7399198b12e1,0.6809173,4275,0.6162102,3467,-1,0.18114756,1487,0.17363024,1258,4,17.487465,
28_0,0.12702318,1271,2,0.07682708,786,1_0000054850534ee32f70,0.18822034,1657,0.052781038,562,13,0.04749091,568,0.028494542,325,71,17.117666,
29_0,0.12874055,1826,2,0.07776846,1250,1_0000464e619212e6a9b0,0.13103364,1703,0.052937582,1062,11,0.02738602,412,0.014937824,287,71,17.453926,
30_0,0.41881263,2006,2,0.3827148,1484,1_0000597f9e3af4e1a8ca,0.5768287,1906,0.4348421,1486,1,0.24135138,1067,0.20826343,851,67,17.38935,
31_0,0.318416,5638,2,0.26641303,5026,2_000036bf0e2b194e30d5,0.47095346,6575,0.3131068,5627,-1,0.16969027,1240,0.120069645,1141,18,18.85468,
32_0,0.4522736,3557,2,0.41667315,3121,2_000047c5c68f54a49850,0.59907854,4527,0.4803092,3577,-1,0.1179491,1757,0.096339054,1288,14,18.634615,
33_0,0.21772446,709,2,0.177421,266,2_0000cfe4760e9b4051d3,0.28720182,726,0.17784855,85,-1,0.098636016,565,0.08054879,224,65,17.42122,
34_0,0.4395372,3626,2,0.3835483,2964,2_000006d7a09516129d77,0.49601057,3950,0.41607583,3247,-1,0.19073603,912,0.1868604,776,16,18.425495,
35_0,0.5384286,6442,2,0.4899524,5906,2_0000134e6a17d8c9c059,0.7469181,7282,0.58662,6608,-1,0.18935458,631,0.1662153,688,8,18.37497,
37_0,0.18896858,2138,2,0.14973657,1713,2_00002fc6f55f9a963d6c,0.3523818,3181,0.1532681,1796,-1,0.113971874,1065,0.082252376,839,69,17.557018,
38_0,0.44192553,2540,2,0.42298347,2337,2_0000847ade390dcbb903,0.6365166,4506,0.48835486,2591,-1,0.1352497,1596,0.122853264,1198,71,18.37497,
39_0,0.27089578,1806,2,0.19869734,1139,1_00006af112204c5cdb10,0.24852337,953,0.19983493,959,0,0.10291308,631,0.08418093,564,57,17.9099,
40_0,0.21342666,1983,2,0.153218,1373,2_00009bec97e724b75bc4,0.21380733,1667,0.14528747,1268,-1,0.0869187,909,0.069281176,774,73,17.593025,
41_0,0.5138661,4117,2,0.4504028,3611,2_00007f4ea95bfa189bb4,0.60973924,5259,0.49362013,4207,-1,0.20914523,1070,0.20139398,969,39,18.968695,
42_0,0.117638975,1541,2,0.07279304,1059,1_000095e611450759dee0,0.21080402,2335,0.04974131,876,6,0.03289417,358,0.017010592,242,74,17.453926,
43_0,0.1291272,1262,2,0.07899122,778,1_0000054850534ee32f70,0.19591507,1682,0.056267716,556,13,0.04935448,592,0.030658685,338,71,17.073797,
44_0,0.28440794,3530,2,0.24172951,3125,2_00003f68b6bab67d3890,0.42057902,5032,0.27103215,3552,-1,0.1075579,1219,0.08059948,996,14,17.745127,
45_0,0.38500214,6215,2,0.3511399,5865,2_0000da20326bac9f6c46,0.69216895,8938,0.38250446,6738,-1,0.10665235,881,0.09008316,922,62,18.041588,
46_0,0.3759768,2282,2,0.3227159,1764,1_0000bb51d60de828513b,0.43179378,2526,0.3423321,1745,1,0.1319634,756,0.12970456,620,67,17.298813,
48_0,0.12784189,1598,2,0.07845496,1127,2_000086ba4075cc09926a,0.18142514,2072,0.05610863,981,-1,0.03453217,372,0.022288244,277,75,17.117666,
49_0,0.45998007,2306,2,0.3944183,1595,1_000021d827bcfc559c37,0.47696924,2077,0.4217357,1471,11,0.18957524,495,0.19885567,381,66,17.593025,
50_0,0.18516485,1937,2,0.12649465,1354,2_00001bbb3417893420a9,0.14658637,1339,0.10699735,1226,-1,0.053736437,517,0.041253414,449,67,17.215967,
51_0,0.5211728,4164,2,0.4853894,4132,2_0000d103785f09611a75,0.7107883,6769,0.5567925,4967,-1,0.17580014,2464,0.16350086,1933,50,18.85468,
52_0,0.13063009,1766,2,0.08626515,1327,1_000021973d4b066ae123,0.2004237,2475,0.06961326,1256,13,0.0701543,856,0.051338278,629,63,17.725414,
53_0,0.3735054,2897,2,0.33942437,2467,2_0000c3f3b8f7a5b60170,0.49835217,3529,0.38601327,2761,-1,0.12723246,1493,0.10173458,1147,53,19.085306,
54_0,0.24229382,2252,2,0.18379816,1692,2_00009bec97e724b75bc4,0.2819465,2213,0.18950815,1731,-1,0.11064687,1383,0.08431748,1158,51,17.867538,
55_0,0.47970244,4545,2,0.4349742,4087,2_0000c323b128a149f0d1,0.593014,5272,0.49213752,4507,-1,0.0662993,821,0.06509385,754,27,18.227695,
56_0,0.40408212,4262,2,0.34347534,3737,2_0000db280b6c1c3a09e9,0.47100508,5578,0.38174343,4304,-1,0.14367953,1636,0.1302916,1430,56,18.85468,
57_0,0.4538418,3009,2,0.40707195,2763,2_000035a32c73dd55aece,0.49609226,4497,0.43391114,3299,-1,0.21182339,3379,0.20273957,2469,58,18.156515,
58_0,0.4517048,1930,2,0.44352913,1500,1_000027e8ff449b1784fd,0.6474997,2639,0.49186167,1434,1,0.099851154,407,0.09900954,318,72,17.129187,
59_0,0.26577714,977,2,0.2182759,557,1_0000271e2999ef726d68,0.27811447,1446,0.22327077,373,6,0.18171345,541,0.14060564,290,71,17.033482,
60_0,0.24863125,1745,2,0.21003664,1360,2_000020324a08238601dd,0.31494105,2028,0.22481716,1438,-1,0.1303918,1395,0.10368974,1029,60,17.745127,
61_0,0.22052184,1393,2,0.18216738,1006,2_000009a4681194bd1ef5,0.3009379,1811,0.18683282,966,-1,0.10140371,1100,0.07863123,773,64,17.24272,
62_0,0.3179882,2600,2,0.25461316,1791,2_0000d9ecc5bcc8958632,0.3211521,1876,0.26566058,1714,-1,0.17902103,1068,0.16457722,892,63,18.026619,
63_0,0.14979108,1662,2,0.097104445,1130,1_0000f4fabf75b5f5cbc9,0.15934409,1755,0.078746766,992,3,0.06762239,685,0.046284102,521,63,17.66747,
64_0,0.4736516,2791,2,0.41538438,2278,2_0000bf3b0fe9004798cc,0.49952176,2838,0.44243205,2412,-1,0.19966274,1213,0.18385614,1031,39,18.37497,
65_0,0.54791623,5527,2,0.48922822,4821,2_00007a28a313ce558a2a,0.6577077,6207,0.5427257,5369,-1,0.22201784,1201,0.2116367,1120,10,17.629845,
66_0,0.5249983,2677,2,0.48262817,2163,2_0000b9dd96fa4f3a7ece,0.5955746,2746,0.52234,2239,-1,0.18306285,826,0.18523365,685,46,18.425495,
67_0,0.11724655,1564,2,0.07011677,1074,2_000066dd080028fecae3,0.14305878,1775,0.050276034,914,-1,0.038204648,345,0.024078554,254,73,17.215967,
68_0,0.13300559,2600,2,0.085307434,2193,1_00008bec58267a224425,0.24673963,3931,0.06587179,2297,9,0.048135225,399,0.0316111,416,69,17.66747,
69_0,0.28817955,2788,2,0.23854466,2181,2_0000e6221d7741aa8bb6,0.29317275,2441,0.24775831,2241,-1,0.11775652,1201,0.101053044,1055,63,17.487465,
70_0,0.22861844,759,2,0.17963426,221,2_0000cfe4760e9b4051d3,0.21721712,-280,0.17906505,-34,-1,0.09901014,-22,0.087257005,-150,68,17.42122,
71_0,0.23076898,2406,2,0.17664036,1888,2_0000a6dfab4556504cc4,0.23352998,2255,0.18222658,1921,-1,0.10106576,1262,0.08527022,1074,60,17.328142,
72_0,0.17627515,1757,2,0.12620239,1256,2_0000281519578fd26358,0.26061314,2159,0.119007945,1135,-1,0.06944412,613,0.049289204,434,66,17.270336,
73_0,0.12886848,1637,2,0.081802905,1155,2_000066dd080028fecae3,0.15763433,1989,0.065044224,1008,-1,0.0574675,375,0.039874095,288,69,17.215967,
74_0,0.118547976,1559,2,0.072199,1055,1_0000ce6d46e12c94e8e1,0.15274273,1902,0.0491861,863,9,0.03884938,333,0.025694221,240,70,17.504543,
75_0,0.29555726,2234,2,0.24639514,1886,2_000090c559e6f4fde11f,0.32396537,2899,0.25262097,2034,-1,0.106975615,1500,0.09213101,1089,57,17.629845,
76_0,0.34289742,3753,2,0.28444576,3117,2_00003475b7bc63fb8308,0.38150674,4146,0.30566853,3402,-1,0.1437079,844,0.13101417,781,23,19.903254,
77_0,0.2588998,2147,2,0.2028769,1593,1_00008d4f4dcd9e5e7735,0.28513163,2064,0.2031444,1552,9,0.11036049,1113,0.09346749,930,58,17.487465,
78_0,0.1294879,1275,2,0.07965249,784,1_0000054850534ee32f70,0.19188736,1637,0.05644806,565,13,0.050135974,604,0.03011765,355,70,17.073797,
79_0,0.18188319,2375,2,0.13596423,1959,2_0000e7608fd7b8065001,0.2644132,3411,0.13113791,2004,-1,0.041161574,490,0.032405257,430,69,17.593025,
80_0,0.14186025,1700,2,0.07631004,968,2_000026e44448d8a224dc,0.039266787,459,0.053178,710,-1,0.016478654,206,0.01130194,176,65,17.785145,
81_0,0.522548,4019,2,0.45366454,3386,2_00009aa3842f5b244231,0.5585553,4456,0.5038977,3717,-1,0.052139077,1291,0.057720546,1015,17,18.041588,
82_0,0.6623844,3867,2,0.6397791,3513,2_0000f6874e28f114cf7a,0.8437984,4989,0.73035014,3977,-1,0.09138471,1406,0.09732633,1196,16,17.7059,
83_0,0.35810155,2016,2,0.29963925,1517,2_00003a72e4d92797a7e8,0.35227925,1880,0.31083363,1569,-1,0.12572978,1627,0.11247833,1190,61,18.0642,
84_0,0.3561453,5796,2,0.30305678,5506,2_000052c17123040d7e58,0.6691865,9137,0.3393768,6325,-1,0.09162114,1374,0.07949424,1382,22,18.68862,
