system:index,blue,blue_1,current_slice,green,green_1,id,nir,nir_1,red,red_1,slice,swir1,swir1_1,swir2,swir2_1,tree_canopy_cover,uncertainty,.geo
0_0,0.25264075,1782,9,0.2274766,1427,1_0000a95156509e006ca1,0.3471341,2501,0.22683102,1297,9,0.20336881,556,0.19018613,343,73,17.453926,
1_0,0.3160723,2116,9,0.28494224,1864,2_00007903cf5a6e2d9c91,0.3567261,2212,0.30376282,2049,-1,0.19601439,1397,0.17758021,1079,67,17.680191,
2_0,0.15343769,1530,9,0.10419954,1173,1_000031b9ed18748f3a44,0.11691788,2107,0.08342625,1008,8,0.018592997,488,0.010023258,294,74,17.42122,
3_0,0.35522383,1426,9,0.3281758,1037,1_0000c3e45707791fb66a,0.43517333,1687,0.35105482,883,7,0.097504765,567,0.065776266,370,69,17.629845,
4_0,0.17645405,1633,9,0.13608654,1296,2_0000f38f18f0143a22be,0.1994377,1653,0.1315021,1331,-1,0.08451949,544,0.06181276,440,68,17.487465,
5_0,0.38339412,1703,9,0.33479443,1289,1_0000a67e66a17e631b59,0.3859423,1800,0.33949167,1184,11,0.13453178,764,0.13100117,553,66,17.42122,
6_0,0.16744006,1640,9,0.1404129,1284,2_00000daf0d1fc2e07d35,0.21965756,1756,0.14364916,1221,-1,0.060818374,747,0.037464816,529,69,17.328142,
7_0,0.4895522,1690,9,0.45709753,1366,1_0000ce6d46e12c94e8e1,0.6235909,2545,0.4784705,1217,9,0.4075196,532,0.3631402,312,63,17.487465,
8_0,0.29752138,1333,9,0.25958854,962,1_0000c325ef84992a6b13,0.34194392,1564,0.24685286,790,1,0.0725751,344,0.058773033,205,69,18.041588,
9_0,0.7388196,8006,9,0.67876846,7552,2_0000799c4b5590ee28a3,0.6137744,7767,0.6976803,8079,-1,0.027508091,453,0.026617764,498,7,17.298813,
10_0,0.14853132,3529,9,0.11559281,3331,2_000024dcdfbb6816fad6,0.22318713,4070,0.12008104,3661,-1,0.24143434,1092,0.15478152,799,25,18.0642,
11_0,0.42225763,1547,9,0.38044697,1179,2_00004ad2195a91311afb,0.425416,1348,0.3867336,1105,-1,0.26304623,454,0.22258915,343,69,17.19008,
12_0,0.17018351,1438,9,0.1263658,1084,1_000031b9ed18748f3a44,0.14456514,1958,0.107318565,919,8,0.024800759,547,0.01402045,325,68,17.487465,
13_0,0.54881454,2116,9,0.5082432,1795,2_00003f66da74e45f1d4b,0.6080656,2670,0.5358231,1818,-1,0.40452838,1330,0.33684722,941,65,17.215967,
14_0,0.2888342,1123,9,0.24609685,814,1_000012e70a9134fec4f4,0.3115063,1433,0.24498695,666,11,0.15110826,551,0.11962211,320,71,17.117666,
15_0,0.46220785,2163,9,0.4503986,1883,2_0000e9727866c3800a2c,0.5497991,2263,0.47991675,1985,-1,0.5107789,1091,0.4467119,854,65,17.7059,
