system:index,blue,blue_1,current_slice,found_slice,green,green_1,id,nir,nir_1,red,red_1,swir1,swir1_1,swir2,swir2_1,.geo
1_0,0.20730989,1566,5,-1,0.13472788,942,2_00003ddc1e06ccc6cbec,0.13841583,936,0.122722425,743,0.066932365,465,0.054691505,363,
2_0,0.57874316,7439,5,-1,0.47461143,6976,2_00008296d9b23dda57f3,0.5859221,8708,0.5219638,7856,0.13074474,912,0.13959159,936,
3_0,0.35189217,2028,5,8,0.28535953,1520,1_00004a458e4c7cd4ad80,0.3760758,2210,0.30143452,1427,0.19671762,371,0.18643638,326,
4_0,0.48803467,7031,5,-1,0.43015516,6662,2_00005589f4cb895f5898,0.52426004,8246,0.4687851,7442,0.11281991,724,0.09710535,820,
5_0,0.29395467,1483,5,8,0.23220742,971,1_00008e110e7dafef59c9,0.29986322,1267,0.23414671,787,0.13091885,257,0.11240276,202,
6_0,0.27524045,2341,5,-1,0.2045808,1683,2_0000098526cc83dfe2d0,0.29792404,2406,0.21050537,1580,0.07582928,328,0.07247142,282,
7_0,0.53415656,7338,5,-1,0.46225908,6503,2_0000980dc829ea5ddf79,0.5900138,7808,0.5136449,7166,0.06834875,851,0.07147165,962,
8_0,0.13257797,1324,5,9,0.08227529,850,1_0000ce6d46e12c94e8e1,0.16110657,2047,0.061465163,647,0.033542477,337,0.022724148,218,
9_0,0.23431097,1641,5,11,0.17401943,1171,1_000012e70a9134fec4f4,0.2089682,1654,0.16639319,1046,0.08014597,263,0.06905283,228,
10_0,0.13381928,2060,5,8,0.08449633,1703,1_000031b9ed18748f3a44,0.19289134,3536,0.06901278,1721,0.066762805,864,0.04204898,592,
11_0,0.42039645,1518,5,-1,0.3538416,978,2_000053696eb42e095f8f,0.42878568,1192,0.37471586,768,0.22337547,330,0.1975821,228,
12_0,0.47938064,7538,5,-1,0.43617898,7291,2_00008258441dc94635fd,0.6822707,9497,0.513059,8427,0.22994629,201,0.22269346,466,
13_0,0.32788533,1988,5,9,0.2572566,1517,1_0000b55607bbdddaea2f,0.3698743,2931,0.2729572,1462,0.1303154,502,0.12415728,405,
14_0,0.54698247,5749,5,-1,0.47724736,4959,2_0000978541b57c333688,0.6141403,6289,0.5223138,5435,0.23181216,678,0.23961778,710,
15_0,0.26430336,1996,5,0,0.2072616,1384,1_000050bae147b6149018,0.2866273,1491,0.21607172,1278,0.12923986,748,0.107363895,642,
16_0,0.24989697,2438,5,14,0.18957588,1694,1_00003335f602399feae9,0.25154138,1980,0.18874127,1567,0.11100483,625,0.099276416,533,
17_0,0.47055542,1671,5,0,0.38758466,1241,1_0000e6f94b83eafe69d1,0.41909844,1757,0.39572474,1166,0.2847869,293,0.24193515,261,
18_0,0.2318393,2118,5,-1,0.17072463,1566,2_00000daf0d1fc2e07d35,0.21439685,2155,0.1653069,1461,0.085296236,711,0.06659845,543,
19_0,0.17766635,1354,5,11,0.12587169,885,1_0000cec9cc92ca7890da,0.2225274,1766,0.11976774,717,0.091381416,594,0.070817634,416,
22_0,0.2634707,1757,5,9,0.20176852,1211,1_00009bddb856dd53a496,0.26186362,1777,0.19875678,1050,0.10340165,451,0.08790019,354,
24_0,0.53652036,10797,5,-1,0.51375276,11280,2_000089d8ab7469ca82d2,0.8541313,15610,0.63023955,13451,0.22849572,2144,0.20774631,1958,
27_0,0.13342486,1318,5,9,0.07880917,828,1_00001791003e6a8d44a6,0.15066847,1951,0.056385927,616,0.028569838,261,0.017280648,152,
28_0,0.27789003,3045,5,-1,0.22424126,2634,2_000069faf0ae61515076,0.32486573,4040,0.23573743,2862,0.12368286,1039,0.09705669,898,
29_0,0.3098068,3413,5,-1,0.2640491,3141,2_0000081cdf7ad5133c00,0.34816346,4651,0.2864549,3494,0.10597181,1558,0.08254058,1152,
31_0,0.18320727,2038,5,-1,0.11830218,1405,2_0000ee0ce22647be8a2c,0.17223632,2244,0.10288147,1308,0.06666964,478,0.04864045,397,
33_0,0.68501717,7063,5,-1,0.5882673,6090,2_000083ddea39d44ccde6,0.8253947,7542,0.68501717,6794,0.13402167,999,0.14053445,1029,
34_0,0.3543166,2229,5,5,0.2914377,1726,1_000027543b4707a4757c,0.40186992,2379,0.31344846,1683,0.15268786,295,0.14902991,284,
35_0,0.18574855,1719,5,11,0.1294806,1222,1_00005b5c93401e759b9f,0.18526897,1765,0.12207204,1126,0.099746615,814,0.08163746,652,
36_0,0.1986267,1668,5,-1,0.14014731,1207,2_0000566225ebedf3c35a,0.20833692,2448,0.13051897,1086,0.07694455,708,0.061514758,542,
37_0,0.36342287,1828,5,-1,0.30197722,1370,2_0000e55fb338136b5023,0.3999023,2326,0.32619694,1277,0.1651296,887,0.1609942,565,
38_0,0.46453327,1440,5,1,0.408664,975,1_0000eebf284cb792e696,0.59417987,1816,0.45745075,852,0.2398231,891,0.2299065,683,
39_0,0.30765373,1408,5,1,0.25144202,924,1_0000e2c32cc83e21fd55,0.3837432,1409,0.2659345,788,0.07940337,838,0.07071282,641,
40_0,0.38697764,1883,5,-1,0.31278902,1163,2_000020067735e9ca6727,0.37863505,1016,0.32898945,920,0.15717486,230,0.16172025,155,
41_0,0.3759685,4122,5,-1,0.3106705,3565,2_000042fb22161bcd3ff0,0.43311125,5590,0.33929485,4006,0.14783755,1005,0.1410153,892,
42_0,0.32562834,3056,5,-1,0.25303918,2335,2_0000e4f16a77a51914e3,0.31805563,3546,0.25653172,2343,0.09069276,829,0.085010685,716,
43_0,0.4622658,2698,5,-1,0.40219817,2227,2_000035a32c73dd55aece,0.50024503,2849,0.43430716,2256,0.21709712,646,0.17623053,544,
44_0,0.13815847,1417,5,9,0.08599779,926,1_0000ce6d46e12c94e8e1,0.14915097,1987,0.06526099,727,0.03026167,358,0.020422399,237,
45_0,0.29785994,2071,5,-1,0.23721468,1591,2_0000e7608fd7b8065001,0.3494069,2622,0.2482042,1554,0.11671212,382,0.1076304,338,
49_0,0.19295041,1436,5,-1,0.12256549,858,2_0000a89dee83da4c7929,0.14963661,1336,0.10812756,673,0.047001738,384,0.038370363,264,
50_0,0.4617762,7385,5,-1,0.39190614,7319,2_000090a8a3290e2852fb,0.53076947,10223,0.43790168,8518,0.17804718,1577,0.17629369,1566,
51_0,0.37084055,1531,5,1,0.30795377,968,1_0000c520a0082f1ea8b1,0.3744488,1720,0.3223868,787,0.13011819,441,0.13026547,313,
53_0,0.5379411,6977,5,-1,0.51774716,7218,2_00002c821f1e7b046fc3,0.81796646,11334,0.6138348,8588,0.265244,1914,0.24289182,1610,
54_0,0.6037253,7321,5,-1,0.5159207,6255,2_00007b208d9b5e1428e8,0.7270755,7421,0.59062135,6920,0.19169495,864,0.19616757,939,
56_0,0.24060467,2248,5,-1,0.16970082,1657,2_00005a3cd5982c02ab5a,0.21611835,2409,0.16239041,1622,0.08616343,684,0.057986427,488,
58_0,0.18209155,1427,5,10,0.12452002,921,1_000075b51e039e179b73,0.14729492,1336,0.11061519,764,0.038346156,353,0.035479274,276,
59_0,0.40853286,5684,5,-1,0.3674275,5676,2_000052469d17ce038efe,0.585101,8827,0.43735504,6696,0.2078071,1728,0.17567666,1374,
61_0,0.33779275,1824,5,-1,0.27548146,1300,2_000008a9fc2274c39718,0.36131716,1646,0.29269904,1227,0.19342986,832,0.1801225,700,
62_0,0.29821765,2036,5,-1,0.23198164,1435,2_00005fb71bebe78be04f,0.30525434,1576,0.23996428,1327,0.11781026,191,0.1094828,165,
63_0,0.60676384,7764,5,-1,0.5304659,6986,2_0000ac598f0c19b94afa,0.6746158,8366,0.5957627,7762,0.064374164,790,0.06685828,905,
65_0,0.39023927,5345,5,-1,0.33881402,5083,2_0000a174d3c4718f212c,0.48983556,7316,0.38303596,5834,0.13399586,918,0.13025291,938,
66_0,0.25017715,2893,5,-1,0.20064932,2507,2_00001382a8916eab6a2a,0.34024093,4469,0.21674767,2656,0.13154241,1278,0.11529902,1017,
69_0,0.39269188,5090,5,-1,0.32789996,4219,2_0000767116e26507cb5b,0.43669754,5171,0.35813564,4550,0.18339686,500,0.16980802,643,
70_0,0.351311,1609,5,-1,0.28988788,1065,2_0000026df1c9c1be8777,0.37761778,981,0.30442345,893,0.20833415,301,0.18249914,249,
71_0,0.33880234,4220,5,-1,0.27932227,3866,2_00001d6e5b70308d4403,0.3614406,4343,0.29656583,4157,0.0871554,361,0.08168114,292,
73_0,0.25494045,3184,5,-1,0.1809824,2390,2_00008488dcc8264f4c2f,0.21228415,3129,0.17845064,2476,0.07556916,955,0.056696046,854,
74_0,0.38826403,2030,5,2,0.32802826,1504,1_0000db7f9c590146b24c,0.45524,2338,0.35783574,1434,0.21886322,546,0.21174067,462,
75_0,0.28039515,2961,5,-1,0.20951056,2467,2_000004ac0c470a2521b2,0.28511244,4051,0.21547775,2662,0.056835316,544,0.052940488,527,
