system:index,blue,blue_1,current_slice,found_slice,green,green_1,id,nir,nir_1,red,red_1,swir1,swir1_1,swir2,swir2_1,.geo
1_0,0.13658369,1655,1,-1,0.07842323,1030,2_00003ddc1e06ccc6cbec,0.07289073,876,0.058782842,833,0.048616868,546,0.036307044,396,
2_0,0.62082785,4491,1,-1,0.4632727,3429,2_00008296d9b23dda57f3,0.5949011,2734,0.51281023,3213,0.08228381,1023,0.0914193,784,
3_0,0.18739077,1843,1,8,0.12215905,1320,1_00004a458e4c7cd4ad80,0.11162809,1695,0.10073608,1172,0.019557472,239,0.018233582,195,
5_0,0.31795052,1418,1,8,0.2666456,935,1_00008e110e7dafef59c9,0.33053735,1128,0.26669618,730,0.19017473,268,0.17497209,163,
6_0,0.20594746,2077,1,-1,0.14612725,1481,2_0000098526cc83dfe2d0,0.23803598,2148,0.13506225,1322,0.035961263,293,0.031604417,258,
7_0,0.4168171,4125,1,-1,0.31834385,3620,2_0000980dc829ea5ddf79,0.26742768,4941,0.30237362,3989,0.021922223,1457,0.020448955,1111,
8_0,0.22192243,1358,1,9,0.17585227,921,1_0000ce6d46e12c94e8e1,0.25808656,1986,0.1678641,720,0.12578332,337,0.10693401,199,
9_0,0.20184848,1478,1,11,0.14983821,1025,1_000012e70a9134fec4f4,0.19128662,1447,0.1379853,851,0.051098205,268,0.040032666,176,
12_0,0.3278039,6230,1,-1,0.28651735,6028,2_00008258441dc94635fd,0.3183589,7822,0.29081568,6725,0.07465512,1456,0.06594536,1303,
13_0,0.21507359,2173,1,9,0.17723766,1775,1_0000b55607bbdddaea2f,0.31287915,3049,0.17833124,1784,0.07423262,324,0.065263644,322,
14_0,0.1939974,2796,1,-1,0.13933341,2254,2_0000978541b57c333688,0.25904062,2865,0.14455448,2378,0.11171834,1448,0.08234195,1074,
15_0,0.36271924,1888,1,0,0.30395022,1312,1_000050bae147b6149018,0.36414123,1338,0.31877542,1215,0.1427264,845,0.12411964,712,
16_0,0.17210664,2050,1,14,0.119266875,1435,1_00003335f602399feae9,0.16059512,1468,0.10806988,1257,0.0984455,644,0.08460651,510,
17_0,0.2973094,1619,1,0,0.2621097,1248,1_0000e6f94b83eafe69d1,0.31772992,2149,0.2623428,1178,0.1600072,599,0.12443449,397,
18_0,0.20548286,1844,1,-1,0.147027,1342,2_00000daf0d1fc2e07d35,0.16294429,1751,0.13654488,1255,0.051800527,823,0.04514521,620,
20_0,0.31112206,1724,1,8,0.2500181,1123,1_00008e110e7dafef59c9,0.27540165,909,0.24328864,872,0.15212734,162,0.13712384,108,
21_0,0.27536938,2228,1,7,0.24070749,1698,1_0000ea223aca181e2a09,0.36960638,2450,0.24678536,1585,0.13220859,508,0.10049537,399,
22_0,0.20227164,1630,1,9,0.14572471,1155,1_00009bddb856dd53a496,0.17782491,1718,0.13032615,994,0.06295426,476,0.050681837,334,
24_0,0.53395385,6514,1,-1,0.5232646,6656,2_000089d8ab7469ca82d2,0.79558617,9513,0.6171491,7843,0.19630906,1861,0.17187648,1601,
25_0,0.11813913,1598,1,11,0.07078308,1087,1_0000464e619212e6a9b0,0.077699624,1320,0.04730027,886,0.016956694,270,0.010430593,171,
26_0,0.20548436,2023,1,-1,0.14861268,1426,2_0000d7116c6c587cb056,0.18502599,1794,0.1383835,1251,0.02779249,378,0.027213478,266,
27_0,0.13239138,1424,1,9,0.085872635,965,1_00001791003e6a8d44a6,0.19450416,1954,0.06453618,762,0.024708131,313,0.015330628,186,
28_0,0.2744763,2237,1,-1,0.23582,1863,2_000069faf0ae61515076,0.36787254,2760,0.25872537,1980,0.11086645,1285,0.09256434,958,
29_0,0.2595147,1824,1,-1,0.22173327,1465,2_0000081cdf7ad5133c00,0.32762498,2657,0.24610327,1639,0.1445376,2719,0.10344028,1707,
