system:index,blue,blue_1,current_slice,found_slice,green,green_1,id,nir,nir_1,red,red_1,swir1,swir1_1,swir2,swir2_1,.geo
0_0,0.11514404,972,13,8,0.09510605,790,1_0000598eda579936f27a,0.2151852,1690,0.094114065,627,0.20524059,802,0.13029653,423,
4_0,0.1562399,1088,13,-1,0.14827643,958,2_00005589f4cb895f5898,0.26063696,2653,0.15702017,782,0.27431485,1881,0.21969514,1231,
5_0,0.0945528,817,13,8,0.08071111,656,1_00008e110e7dafef59c9,0.21176955,2120,0.07727536,427,0.16927159,885,0.098631114,416,
7_0,0.09555322,874,13,-1,0.0700714,717,2_0000980dc829ea5ddf79,0.10235889,2281,0.06446466,564,0.13803186,2135,0.109233096,1243,
8_0,0.08849868,972,13,9,0.07110646,793,1_0000ce6d46e12c94e8e1,0.21373534,2594,0.057592154,536,0.116528355,838,0.05928826,359,
9_0,0.09621018,882,13,11,0.07840128,692,1_000012e70a9134fec4f4,0.18843085,2006,0.0686494,458,0.13135457,868,0.07529157,406,
10_0,0.09582986,1101,13,8,0.081010535,987,1_000031b9ed18748f3a44,0.23434594,3008,0.07516399,821,0.17004782,1713,0.09388068,896,
11_0,0.10250447,1004,13,-1,0.08063685,813,2_000053696eb42e095f8f,0.16330023,2654,0.066191964,527,0.1103278,1164,0.06755869,523,
12_0,0.12807259,699,13,-1,0.12051421,535,2_00008258441dc94635fd,0.23925546,1880,0.12702282,456,0.2656398,3110,0.16822067,1909,
13_0,0.123798415,869,13,9,0.10567819,701,1_0000b55607bbdddaea2f,0.22089882,2288,0.10555698,449,0.19586083,865,0.11969584,380,
14_0,0.09546622,671,13,-1,0.07577331,583,2_0000978541b57c333688,0.21448718,2536,0.06944088,382,0.20563616,2012,0.110913515,1034,
15_0,0.10111109,823,13,0,0.08663863,656,1_000050bae147b6149018,0.20604557,1833,0.07462579,387,0.2110318,1135,0.12801492,586,
16_0,0.1779844,808,13,14,0.15565933,652,1_00003335f602399feae9,0.26136112,2048,0.15272436,419,0.192736,1117,0.1312347,547,
17_0,0.124852054,930,13,0,0.10429203,756,1_0000e6f94b83eafe69d1,0.20266314,2557,0.09960658,528,0.16345456,1247,0.10939707,625,
18_0,0.089114554,817,13,-1,0.07693275,690,2_00000daf0d1fc2e07d35,0.2099955,2875,0.056317396,404,0.13898966,1626,0.07440268,825,
19_0,0.09735502,1036,13,11,0.08516544,872,1_0000cec9cc92ca7890da,0.21412565,2507,0.086524814,628,0.21420082,1053,0.12851582,503,
20_0,0.100547396,985,13,8,0.087252535,775,1_00008e110e7dafef59c9,0.20077346,1762,0.08889517,584,0.18798293,926,0.117622435,503,
21_0,0.11820473,909,13,7,0.1011537,722,1_0000ea223aca181e2a09,0.2243875,2334,0.09395917,462,0.173635,843,0.101845056,358,
