system:index,blue,blue_1,current_slice,found_slice,green,green_1,id,nir,nir_1,red,red_1,swir1,swir1_1,swir2,swir2_1,.geo
1_0,0.12414762,1454,9,-1,0.081143394,1028,2_00003ddc1e06ccc6cbec,0.13142744,1497,0.06605107,894,0.075390555,735,0.051171828,513,
2_0,1.0872462,10640,9,-1,1.0499654,10542,2_00008296d9b23dda57f3,1.1203539,12009,1.1564622,11899,0.05421401,1081,0.054076057,1130,
3_0,0.266651,1440,9,8,0.22540504,1103,1_00004a458e4c7cd4ad80,0.36706278,1889,0.23076269,940,0.06908958,288,0.054395016,158,
5_0,0.2968096,1255,9,8,0.26300973,913,1_00008e110e7dafef59c9,0.37855685,1633,0.26946557,745,0.12702267,496,0.10524763,275,
6_0,0.16002846,2253,9,-1,0.12084596,1778,2_0000098526cc83dfe2d0,0.21222967,2418,0.10404372,1595,0.048295967,398,0.03074407,275,
7_0,0.77639824,3266,9,-1,0.7065336,2918,2_0000980dc829ea5ddf79,0.79923284,3523,0.7602649,3140,0.122066244,1164,0.122339055,843,
8_0,0.1005061,1548,9,9,0.06854786,1215,1_0000ce6d46e12c94e8e1,0.19518547,2476,0.048782088,1037,0.053449847,583,0.025545694,325,
10_0,0.10699268,2392,9,8,0.07293844,2142,1_000031b9ed18748f3a44,0.14812142,3513,0.058357097,2162,0.063025504,817,0.034325894,521,
11_0,0.18806466,1113,9,-1,0.14108282,768,2_000053696eb42e095f8f,0.19856663,1129,0.13097411,688,0.062018324,684,0.049487993,495,
12_0,0.39022344,4966,9,-1,0.3569372,4916,2_00008258441dc94635fd,0.49710536,6149,0.39398,5400,0.19102852,1163,0.14026615,899,
13_0,0.66645586,1281,9,9,0.6344173,995,1_0000b55607bbdddaea2f,0.76709056,2107,0.6948272,893,0.06597566,422,0.055962034,286,
14_0,0.40990067,2778,9,-1,0.34901178,2327,2_0000978541b57c333688,0.3566097,2758,0.35471022,2433,0.051954277,1335,0.03573835,958,
15_0,0.2976501,1975,9,0,0.26522645,1669,1_000050bae147b6149018,0.33189207,2185,0.28195748,1703,0.115304515,1126,0.09354223,857,
16_0,0.4183076,2528,9,14,0.40297106,2119,1_00003335f602399feae9,0.5168695,2639,0.43624714,2113,0.08301429,698,0.071758114,538,
17_0,0.27331412,1454,9,0,0.23935162,1218,1_0000e6f94b83eafe69d1,0.34550968,2116,0.24785905,1192,0.1614396,334,0.135312,197,
18_0,0.32237515,1743,9,-1,0.27121916,1431,2_00000daf0d1fc2e07d35,0.34322175,1960,0.2752035,1485,0.11504758,1095,0.1022408,828,
19_0,0.21456774,1756,9,11,0.20255949,1412,1_0000cec9cc92ca7890da,0.26936066,2366,0.20600288,1289,0.05638085,803,0.03325359,521,
20_0,0.36020958,1943,9,8,0.31780216,1656,1_00008e110e7dafef59c9,0.4285751,2229,0.33315796,1563,0.17434017,438,0.14418435,273,
