system:index,blue,blue_1,current_slice,green,green_1,id,nir,nir_1,red,red_1,slice,swir1,swir1_1,swir2,swir2_1,tree_canopy_cover,uncertainty,.geo
0_0,0.42903695,1950,7,0.36845633,1407,1_0000f51ae57d773ac1b8,0.45557383,1808,0.3996312,1286,8,0.085061476,486,0.08620902,407,52,17.7059,
1_0,0.2764645,2587,7,0.25372177,2290,2_0000841d64b5eaec5dc4,0.39239213,3299,0.27927813,2486,-1,0.11980438,880,0.10202938,701,66,17.593025,
2_0,0.58510256,2472,7,0.55392766,2091,1_000001204481c17ea25e,0.747623,2563,0.6372678,2187,12,0.12297815,890,0.13373634,785,58,17.648558,
3_0,0.45235234,1802,7,0.41528967,1400,1_00002a19ca7a4240599e,0.5657167,2502,0.4540844,1295,7,0.18275641,529,0.18447228,366,70,17.745127,
4_0,0.38724184,1685,7,0.33089426,1261,2_0000c8890032c8728187,0.3824919,2202,0.33782965,1153,-1,0.18257451,551,0.16348234,403,71,17.373732,
5_0,0.3228751,1657,7,0.2661793,1164,1_0000e3369643e96011c4,0.31215894,1665,0.269206,1043,9,0.117246576,695,0.113422886,535,61,17.593025,
6_0,0.40874958,4196,7,0.27916566,3495,2_00003e26ef897dcf256a,0.35027388,4650,0.27398765,3487,-1,0.05579076,655,0.048208963,545,16,17.867538,
7_0,0.2264855,1519,7,0.20919953,1194,1_00003c88a0c16b302fee,0.37486985,2293,0.220789,1098,7,0.08378172,639,0.06729742,386,73,17.19008,
8_0,0.34001386,1426,7,0.28592658,926,1_0000fd1e1df8624658e4,0.3528673,1029,0.2915401,741,14,0.14769816,86,0.13488802,77,74,17.373732,
9_0,0.45645878,2156,7,0.4000026,1734,2_0000c1f05613f14c659d,0.50454354,2814,0.41913432,1725,-1,0.14201024,844,0.14354637,616,53,19.02668,
10_0,0.36051917,1802,7,0.32480195,1340,1_0000b47967ff841fa95a,0.4604509,2241,0.35736343,1239,3,0.11422815,566,0.10992487,452,68,17.52183,
11_0,0.19814809,2180,7,0.1648044,1825,2_00008b266d051f6918ee,0.27661353,2921,0.16828611,1833,-1,0.08641491,831,0.06846294,662,65,17.298813,
12_0,0.118484125,1445,7,0.08090383,1027,1_0000389eac368492a3ff,0.1821683,2005,0.0641422,866,11,0.0728451,665,0.041649193,423,64,17.453926,
