system:index,blue,blue_1,current_slice,found_slice,green,green_1,id,nir,nir_1,red,red_1,swir1,swir1_1,swir2,swir2_1,.geo
0_0,0.12477477,1590,0,8,0.08146617,1076,1_0000598eda579936f27a,0.100770004,1169,0.069363765,919,0.07261441,686,0.056311175,463,
3_0,0.15364882,1558,0,8,0.11415167,1109,1_00004a458e4c7cd4ad80,0.17674747,1556,0.101396695,932,0.037074387,257,0.03176142,167,
4_0,0.13439082,1991,0,-1,0.096347384,1688,2_00005589f4cb895f5898,0.11616833,2172,0.0922713,1746,0.14046702,1662,0.11977374,1188,
6_0,0.16227935,1614,0,-1,0.115013525,1131,2_0000098526cc83dfe2d0,0.17797837,1809,0.09802033,952,0.05913855,337,0.047209553,254,
7_0,0.19852294,2946,0,-1,0.14520586,2571,2_0000980dc829ea5ddf79,0.19823146,3865,0.13903375,2798,0.14652249,1689,0.08957333,1101,
8_0,0.093723655,1103,0,9,0.056145564,737,1_0000ce6d46e12c94e8e1,0.1623214,1868,0.03491926,529,0.03181729,391,0.017326683,190,
9_0,0.09726759,1219,0,11,0.06154597,833,1_000012e70a9134fec4f4,0.13315555,1352,0.0416267,650,0.033891868,344,0.020293532,197,
10_0,0.10032641,1285,0,8,0.065761656,985,1_000031b9ed18748f3a44,0.18944144,2379,0.04980869,876,0.08056246,1089,0.047415745,602,
11_0,0.0997627,1189,0,-1,0.059549887,774,2_000053696eb42e095f8f,0.07714039,1014,0.042707913,603,0.041560043,499,0.027071906,319,
12_0,0.56785053,5023,0,-1,0.5166799,4869,2_00008258441dc94635fd,0.6095522,6364,0.545565,5369,0.20482598,1677,0.21501228,1332,
13_0,0.11499481,1855,0,9,0.0688957,1519,1_0000b55607bbdddaea2f,0.072024785,2721,0.049012963,1482,0.01302642,353,0.0092530735,304,
14_0,0.12896462,2199,0,-1,0.08430109,1764,2_0000978541b57c333688,0.1697939,2362,0.078394316,1794,0.17528617,1514,0.104922995,1007,
15_0,0.18776463,1621,0,0,0.151309,1181,1_000050bae147b6149018,0.24902278,1374,0.15575258,1109,0.1427264,933,0.12519152,727,
16_0,0.11417824,1718,0,14,0.07258105,1251,1_00003335f602399feae9,0.09528275,1526,0.058305167,1113,0.0722457,785,0.05268494,538,
17_0,0.18274434,1285,0,0,0.15585019,950,1_0000e6f94b83eafe69d1,0.25795203,1579,0.1548911,855,0.060981374,570,0.04671509,364,
18_0,0.15169698,1461,0,-1,0.10401751,1072,2_00000daf0d1fc2e07d35,0.1321523,1641,0.09119992,954,0.05605688,929,0.042069025,616,
19_0,0.2988126,1180,0,11,0.25489706,812,1_0000cec9cc92ca7890da,0.33571577,1667,0.2562471,651,0.10094737,689,0.092656344,428,
21_0,0.14190571,1775,0,7,0.10109763,1322,1_0000ea223aca181e2a09,0.20966423,2161,0.085412025,1155,0.037079427,543,0.024590421,361,
22_0,0.1484173,1286,0,9,0.10853716,908,1_00009bddb856dd53a496,0.21279106,1605,0.09485565,752,0.057512216,542,0.040628657,326,
24_0,0.37038928,4598,0,-1,0.31744918,4603,2_000089d8ab7469ca82d2,0.3714892,6508,0.328305,5320,0.096793786,1864,0.103345536,1433,
25_0,0.08922015,1400,0,11,0.05034002,967,1_0000464e619212e6a9b0,0.080265656,1292,0.032059863,772,0.020321587,267,0.011877454,158,
26_0,0.21146971,1563,0,-1,0.16410658,1079,2_0000d7116c6c587cb056,0.23372468,1582,0.15340708,877,0.09463114,393,0.08107844,232,
27_0,0.09558483,1164,0,9,0.057120465,780,1_00001791003e6a8d44a6,0.15890925,1866,0.036337297,572,0.02818356,380,0.015022365,189,
28_0,0.15821576,1823,0,-1,0.11888728,1521,2_000069faf0ae61515076,0.18832168,2465,0.11694181,1539,0.14031403,1293,0.097196296,855,
29_0,0.11980483,1507,0,-1,0.089873604,1214,2_0000081cdf7ad5133c00,0.19269477,2660,0.09526842,1274,0.24848114,2395,0.14849725,1386,
30_0,0.094555736,1861,0,9,0.060640007,1528,1_0000e2b10f2e384f3a4e,0.21249522,2990,0.040643185,1441,0.05544362,614,0.030575179,366,
31_0,0.10736272,1639,0,-1,0.06491031,1183,2_0000ee0ce22647be8a2c,0.11967376,1954,0.04936036,1022,0.049105145,584,0.03465687,342,
32_0,0.10544642,1906,0,-1,0.07347549,1482,2_000098d4986d8999d4a0,0.15120786,1934,0.07148007,1445,0.18694791,1456,0.12965742,1012,
33_0,0.4249986,4297,0,-1,0.3840349,3786,2_000083ddea39d44ccde6,0.56398267,5172,0.42207265,4130,0.23025213,1157,0.20926385,777,
34_0,0.21826425,1669,0,5,0.17952761,1282,1_000027543b4707a4757c,0.25504017,2194,0.1749366,1146,0.04748825,432,0.04294506,290,
35_0,0.30512142,1282,0,11,0.2608719,931,1_00005b5c93401e759b9f,0.31926888,1403,0.26482442,830,0.13152154,935,0.12159006,631,
36_0,0.20274642,1377,0,-1,0.14887089,1007,2_0000566225ebedf3c35a,0.28231716,2387,0.15283027,848,0.1237395,797,0.08693129,485,
37_0,0.38148105,1785,0,-1,0.32621202,1277,2_0000e55fb338136b5023,0.3694166,1526,0.33130687,1106,0.13678828,578,0.12474266,368,
38_0,0.13694526,1286,0,1,0.09609248,928,1_0000eebf284cb792e696,0.116483,1663,0.08422444,792,0.06351435,912,0.05281522,619,
39_0,0.2861754,1255,0,1,0.2402483,865,1_0000e2c32cc83e21fd55,0.29340005,1240,0.24060619,731,0.115128815,833,0.107059225,572,
40_0,0.1480324,1508,0,-1,0.104855135,1065,2_000020067735e9ca6727,0.15260285,1267,0.0973573,958,0.0732543,503,0.056286372,324,
41_0,0.13766608,2690,0,-1,0.100599304,2336,2_000042fb22161bcd3ff0,0.20261312,3432,0.10592891,2533,0.22294861,1503,0.14804891,1022,
42_0,0.184533,1780,0,-1,0.13544348,1324,2_0000e4f16a77a51914e3,0.18073148,1849,0.1265552,1227,0.15268809,997,0.10768081,663,
43_0,0.11927816,1411,0,-1,0.08715464,1114,2_000035a32c73dd55aece,0.17190337,2067,0.08935334,1136,0.2144646,1805,0.12918821,1065,
44_0,0.09624954,1161,0,9,0.058981646,788,1_0000ce6d46e12c94e8e1,0.1523508,1798,0.03873024,583,0.035849847,420,0.020605903,217,
45_0,0.17034833,1708,0,-1,0.13400345,1365,2_0000e7608fd7b8065001,0.23472193,2543,0.12651767,1280,0.052024096,504,0.03940033,336,
46_0,0.116488025,1646,0,-1,0.08084229,1359,2_0000c338485f0438e392,0.15976642,2525,0.07221058,1356,0.13123083,1397,0.08820558,888,
48_0,0.32552534,1372,0,-1,0.26894617,1041,2_0000e06aae64e3bdafe8,0.33788896,2341,0.26721126,889,0.12802589,558,0.11159012,301,
49_0,0.23542313,1331,0,-1,0.18722598,850,2_0000a89dee83da4c7929,0.26448938,1416,0.18393664,670,0.14962053,456,0.13306618,266,
51_0,0.11715106,1767,0,1,0.07352381,1340,1_0000c520a0082f1ea8b1,0.111296095,1990,0.05943045,1184,0.056891575,571,0.038912177,373,
52_0,0.16119924,1756,0,-1,0.121828884,1462,2_0000d2fe56330cdbbdb8,0.17387633,2351,0.115080394,1472,0.0697123,1178,0.052652203,771,
53_0,0.19353715,2530,0,-1,0.14101514,2476,2_00002c821f1e7b046fc3,0.11772747,4663,0.12292561,2939,0.028361045,2918,0.021166818,1844,
54_0,0.34791028,4247,0,-1,0.30193865,3719,2_00007b208d9b5e1428e8,0.46146083,4644,0.3305795,4033,0.2095452,1105,0.1770218,830,
55_0,0.1670337,1206,0,-1,0.12842435,838,2_00001654dc8aa53f3e96,0.1795479,1358,0.11619736,697,0.060421377,754,0.04353076,440,
56_0,0.122000605,2093,0,-1,0.08140932,1677,2_00005a3cd5982c02ab5a,0.14327134,2358,0.07437955,1623,0.13869065,923,0.08394911,546,
57_0,0.17505696,3818,0,-1,0.14046054,3624,2_0000c9168287a6d5b8c8,0.24109975,5201,0.15466017,4116,0.26937357,1646,0.18855901,1192,
59_0,0.12543793,2167,0,-1,0.10265032,2001,2_000052469d17ce038efe,0.25108805,3643,0.11737528,2319,0.30086434,2638,0.18934508,1693,
61_0,0.34815156,1286,0,-1,0.30051985,898,2_000008a9fc2274c39718,0.3488689,1145,0.3085541,800,0.14562109,813,0.1446168,585,
62_0,0.1503371,1537,0,-1,0.10658724,1113,2_00005fb71bebe78be04f,0.14475253,1626,0.089369595,984,0.02132918,203,0.019340485,181,
63_0,0.15561739,2826,0,-1,0.094892085,2450,2_0000ac598f0c19b94afa,0.065254666,3323,0.07185939,2637,0.06213034,1774,0.050542206,1130,
64_0,0.18465447,1628,0,-1,0.14876243,1249,2_00009bec97e724b75bc4,0.2226523,1736,0.15072784,1195,0.09373109,1412,0.07585526,1017,
65_0,0.13628648,2240,0,-1,0.1091454,2012,2_0000a174d3c4718f212c,0.2865315,3259,0.13034129,2337,0.2844153,2168,0.18963718,1542,
66_0,0.23844594,1488,0,-1,0.19085845,1073,2_00001382a8916eab6a2a,0.23254931,1816,0.18695042,1092,0.09864622,1248,0.088209376,819,
67_0,0.3113894,1905,0,-1,0.29425633,1761,2_0000e03bd3bac42c7077,0.41884533,2888,0.32182726,1766,0.10400438,1109,0.090613976,703,
68_0,0.09228231,1521,0,8,0.054979656,1168,1_00006508755c350ad798,0.13093047,2232,0.035539586,1028,0.035400398,493,0.019254472,262,
69_0,0.12356795,2566,0,-1,0.08682237,2146,2_0000767116e26507cb5b,0.14853907,2702,0.08662047,2236,0.19975281,1608,0.1294871,1119,
70_0,0.37739277,1158,0,-1,0.32774287,744,2_0000026df1c9c1be8777,0.39647067,824,0.33587664,561,0.1700055,457,0.16080862,310,
71_0,0.1550636,2766,0,-1,0.11668575,2376,2_00001d6e5b70308d4403,0.2064586,3341,0.1160474,2535,0.11504622,1074,0.088025905,843,
72_0,0.09274627,1291,0,8,0.05386614,848,1_000086f12c5ff9625d4a,0.10415977,1148,0.03739544,649,0.03108554,343,0.019904021,193,
73_0,0.14237471,2254,0,-1,0.10052776,1805,2_00008488dcc8264f4c2f,0.15373996,2260,0.09715147,1815,0.15411127,1167,0.10105085,732,
74_0,0.22592479,1396,0,2,0.17825872,1016,1_0000db7f9c590146b24c,0.27466062,1862,0.17921649,876,0.100471124,668,0.079504296,427,
75_0,0.2105662,1958,0,-1,0.16496255,1593,2_000004ac0c470a2521b2,0.24157098,3061,0.15535676,1534,0.09615285,758,0.08355121,496,
77_0,0.13948435,1397,0,-1,0.09548414,991,2_00002411c3e498eeed64,0.14979291,1446,0.08180064,850,0.081963286,819,0.06081454,533,
78_0,0.1134909,1319,0,11,0.0752077,955,1_0000af9d4e2cf2d78dce,0.12967534,1461,0.059982337,832,0.068655655,683,0.045873057,420,
79_0,0.28416073,1269,0,1,0.24417888,913,1_00004079f0ac4f43d8fe,0.3266121,1821,0.24289563,751,0.09302554,443,0.091404915,259,
80_0,0.09607229,1105,0,6,0.058893017,726,1_00000ea1383b87cc70c0,0.1590865,1835,0.037489455,516,0.032304745,399,0.017105114,183,
81_0,0.16627575,1560,0,-1,0.11752419,1096,2_0000b279dfba52bd86e6,0.19569664,1721,0.101751626,944,0.084014125,840,0.06723254,565,
