system:index,blue,blue_1,current_slice,found_slice,green,green_1,id,nir,nir_1,red,red_1,swir1,swir1_1,swir2,swir2_1,.geo
3_0,0.4017664,1935,6,8,0.32749805,1468,1_00004a458e4c7cd4ad80,0.3903138,2211,0.34195837,1345,0.1378939,318,0.13818312,272,
4_0,0.4745987,6988,6,-1,0.40217876,6667,2_00005589f4cb895f5898,0.44775477,8010,0.41888285,7413,0.09403271,638,0.09483434,704,
5_0,0.33208,1352,6,8,0.27575627,903,1_00008e110e7dafef59c9,0.3409585,1413,0.28161535,724,0.16395202,333,0.15440881,237,
7_0,0.71603376,7036,6,-1,0.6504505,6290,2_0000980dc829ea5ddf79,0.77203673,7362,0.71792614,6881,0.07185174,749,0.08066319,809,
8_0,0.25110143,1254,6,9,0.19604033,825,1_0000ce6d46e12c94e8e1,0.28220418,2088,0.19065273,619,0.05249317,386,0.04491838,227,
9_0,0.20863974,1524,6,11,0.15174074,1099,1_000012e70a9134fec4f4,0.16454428,1684,0.13791272,973,0.046640363,309,0.03417719,247,
10_0,0.22950518,2060,6,8,0.18277973,1736,1_000031b9ed18748f3a44,0.28813812,3577,0.17815644,1753,0.08421521,891,0.06363094,583,
11_0,0.30013978,1452,6,-1,0.25104153,957,2_000053696eb42e095f8f,0.31839153,1244,0.25771248,787,0.11767571,412,0.1135664,295,
12_0,0.4738023,7595,6,-1,0.40688232,7429,2_00008258441dc94635fd,0.47221547,9432,0.43418655,8508,0.08902601,-124,0.0853052,202,
13_0,0.40997988,1776,6,9,0.35306394,1344,1_0000b55607bbdddaea2f,0.4586245,2612,0.38013372,1272,0.17716822,424,0.17473888,361,
14_0,0.33727688,5845,6,-1,0.2731534,5079,2_0000978541b57c333688,0.4327077,6201,0.29503083,5516,0.09995717,550,0.08273184,612,
15_0,0.30333623,2095,6,0,0.25727034,1574,1_000050bae147b6149018,0.36919564,1771,0.2843366,1539,0.12571114,795,0.110162996,694,
16_0,0.3225662,2603,6,14,0.28428072,1947,1_00003335f602399feae9,0.4003945,2384,0.30433503,1895,0.079462804,675,0.07355338,563,
