system:index,blue,blue_1,current_slice,green,green_1,id,nir,nir_1,red,red_1,slice,swir1,swir1_1,swir2,swir2_1,tree_canopy_cover,uncertainty,.geo
1_0,0.28548452,2250,8,0.23493329,1986,2_0000841d64b5eaec5dc4,0.30640227,2677,0.24012716,2163,-1,0.09758056,1033,0.084453605,788,66,17.593025,
3_0,0.65579873,1460,8,0.62836003,1096,1_00002a19ca7a4240599e,0.7556938,2155,0.6884192,941,7,0.11680659,518,0.115790516,314,70,17.745127,
4_0,0.21420592,1503,8,0.17698778,1126,2_0000c8890032c8728187,0.29893616,2073,0.17369944,1008,-1,0.121109724,598,0.096201204,399,71,17.373732,
5_0,0.15838055,1686,8,0.12404109,1223,1_0000e3369643e96011c4,0.26498556,1749,0.11974421,1090,9,0.17407656,717,0.11431098,534,61,17.593025,
6_0,0.4712354,4754,8,0.43093005,4078,2_00003e26ef897dcf256a,0.4596942,5267,0.42741442,4128,-1,0.032599397,537,0.029616445,450,16,17.867538,
7_0,0.3027707,1501,8,0.26665613,1221,1_00003c88a0c16b302fee,0.42658255,2307,0.28847957,1148,7,0.28306574,653,0.21214798,374,73,17.19008,
8_0,0.16970864,1376,8,0.13207391,910,1_0000fd1e1df8624658e4,0.2266178,1054,0.12127413,723,14,0.056155678,126,0.040711354,80,74,17.373732,
9_0,0.20905519,1997,8,0.17199749,1637,2_0000c1f05613f14c659d,0.25957406,2625,0.16869879,1641,-1,0.09335385,872,0.059121907,607,53,19.02668,
11_0,0.57737195,1933,8,0.5197645,1610,2_00008b266d051f6918ee,0.600662,2561,0.5448461,1622,-1,0.17183393,915,0.180143,679,65,17.298813,
12_0,0.10799252,1610,8,0.07843014,1222,1_0000389eac368492a3ff,0.20105687,2218,0.06320796,1074,11,0.08159871,726,0.04377192,458,64,17.453926,
13_0,0.62951595,4237,8,0.5787786,3985,2_000089c23151424d2984,0.71457356,5200,0.63960814,4475,-1,0.16555294,1801,0.1515207,1368,23,17.996931,
14_0,0.11260905,1321,8,0.08225209,951,1_00007ae70283aaa1ed8d,0.21439815,1924,0.06580167,771,8,0.089732446,479,0.04897815,277,73,17.38935,
16_0,0.279487,1661,8,0.2631542,1344,1_0000cfb00f4c58d5b6ca,0.40420434,2299,0.26864204,1224,2,0.061044715,351,0.052068986,231,66,17.270336,
17_0,0.9409732,6746,8,0.89229923,6158,2_00003e222acfc465902b,1.0468664,6921,0.98376805,6637,-1,0.14351623,977,0.14520465,849,19,18.743303,
18_0,0.37901652,4244,8,0.33497673,3860,2_00004e5470629b2e0d67,0.40715697,4807,0.354464,4223,-1,0.079391204,798,0.05329095,662,23,18.91136,
19_0,0.116732985,1268,8,0.08077806,920,1_00009834eee02bcbdd52,0.164395,1831,0.064061925,759,13,0.049561147,525,0.030653117,305,72,17.073797,
20_0,0.4714757,5276,8,0.42919427,4867,2_00002c5757f039f06ef3,0.5036868,5922,0.46175027,5335,-1,0.06342211,712,0.049006425,671,9,17.270336,
22_0,0.16239183,1414,8,0.121570386,1045,2_00007e1b348c3debef7f,0.23242952,2361,0.100611076,895,-1,0.07235192,677,0.035571586,415,66,17.38935,
23_0,0.14467703,1185,8,0.09975785,793,1_00006f138e2e527590a5,0.15364678,1428,0.07816006,609,14,0.040135294,318,0.020823918,186,67,17.487465,
24_0,0.6181138,3163,8,0.58622485,2965,2_0000abbdd0ec1fcd0a08,0.7020651,3562,0.6297994,3312,-1,0.62193924,1210,0.5529611,968,70,17.785145,
25_0,0.33574596,1642,8,0.30676648,1331,1_0000cfb00f4c58d5b6ca,0.488559,2327,0.32300037,1215,2,0.062960856,340,0.06262115,213,69,17.358324,
26_0,0.27663755,2846,8,0.2315402,2615,2_000032203d6fd1b1704a,0.32320786,3745,0.24345483,2806,-1,0.098967865,998,0.08149265,774,65,17.487465,
27_0,0.37068942,1478,8,0.33861178,1115,1_0000ae99dff6827ed258,0.4637211,1854,0.35919112,965,1,0.07862613,772,0.059908736,500,65,17.487465,
29_0,0.50351834,1545,8,0.47772527,1236,1_0000cfb00f4c58d5b6ca,0.66923386,2289,0.51301044,1118,2,0.097866185,427,0.09327276,276,71,17.504543,
30_0,0.20274892,1461,8,0.16076767,1053,1_00003a2325e582ed4cc6,0.2940186,2005,0.15142134,918,9,0.09360847,705,0.056771945,452,70,17.7059,
31_0,0.13774157,1430,8,0.09882234,1008,2_000068f67cd19f274822,0.18674265,1787,0.083542325,843,-1,0.08276072,520,0.048757106,324,65,17.629845,
32_0,0.09040299,1072,8,0.06351781,741,2_00006d0f711acd01c407,0.22107004,1850,0.045360763,565,-1,0.05944044,524,0.02647106,286,76,17.117666,
33_0,0.30240107,2021,8,0.26041716,1711,2_00008386bed4efe1dee7,0.38655102,2956,0.26414776,1692,-1,0.14323068,1358,0.12722932,984,68,17.24272,
34_0,0.35379022,3405,8,0.31387383,3027,2_00006f7018ac42529d67,0.45162898,4428,0.34095266,3159,-1,0.083230294,521,0.069423884,421,60,18.086998,
35_0,0.17368415,1537,8,0.1385071,1183,2_00006f7018ac42529d67,0.274979,2458,0.12678069,1020,-1,0.05661606,468,0.037112597,290,74,17.215967,
36_0,0.16966502,1505,8,0.1319317,1119,1_0000fd1e1df8624658e4,0.2216553,1867,0.12114154,981,14,0.056444805,326,0.040793642,220,69,17.373732,
37_0,0.39084852,3789,8,0.3813262,3618,2_0000723a125cc4ac9d6d,0.49645448,4680,0.42015123,4097,-1,0.078710206,814,0.058421463,685,19,18.086998,
38_0,0.19879836,1341,8,0.16180949,1058,2_0000a56c2d5ccfbd18d6,0.28898394,2238,0.15881675,965,-1,0.09139613,779,0.07182565,458,71,17.140928,
39_0,0.2761656,1081,8,0.27981797,739,1_000068264f8adf60ce4e,0.39876783,1597,0.29375032,608,9,0.04956148,383,0.035073332,264,68,17.66747,
40_0,0.12587859,1490,8,0.08708039,1026,2_0000d128ec90a34dfa45,0.20495793,1606,0.06849174,817,-1,0.050006557,240,0.025555072,159,65,17.725414,
42_0,0.50635195,1171,8,0.48230204,830,1_00000dbc1c233307415f,0.6117492,1442,0.5221644,702,2,0.09591892,691,0.0895447,472,71,17.270336,
44_0,0.21945423,1513,8,0.17363319,1121,2_0000f21c0ffa55cc4bc2,0.25138122,1606,0.16815537,1075,-1,0.07885797,732,0.06208968,539,69,17.358324,
45_0,0.46705884,3246,8,0.40287617,2849,2_00001dbebb53cae1d310,0.4628095,3535,0.41912287,3111,-1,0.10662268,1110,0.09096934,834,15,18.581295,
46_0,0.31612033,1306,8,0.27912435,1005,1_000037ccc70c3bb660fe,0.37942386,2026,0.2882142,892,7,0.10114774,701,0.09032009,407,72,17.140928,
47_0,0.3868828,1383,8,0.3643593,1045,1_00003b339726e8b65e9d,0.44986686,1956,0.38192382,936,6,0.056551624,459,0.045830935,274,66,17.52183,
48_0,0.0994668,1226,8,0.074444935,927,2_0000674c6afe33c3c184,0.23604164,2177,0.055368215,762,-1,0.06393192,570,0.0299217,303,74,17.117666,
49_0,0.5010532,2387,8,0.4546996,2089,1_000061d734fd406a41ff,0.5368196,2979,0.48243412,2240,5,0.14438462,1047,0.15221192,831,54,18.133158,
50_0,0.28674248,2225,8,0.25591826,1716,2_0000558bfe15cc98b87f,0.30069557,1821,0.26638305,1532,-1,0.082645155,274,0.07281762,171,54,17.82595,
51_0,0.24586925,2472,8,0.22267905,2295,2_0000cb72de5d62d000d0,0.34519517,3447,0.23303863,2504,-1,0.11169814,1052,0.08039844,780,55,18.425495,
52_0,0.27078137,1411,8,0.21186233,957,1_000001083b5826573f8b,0.23328424,1141,0.19874184,773,1,0.033240885,219,0.023919366,152,68,18.041588,
53_0,0.08530627,1094,8,0.05873964,768,2_00000a536fc0dd0d6fd9,0.19507678,1911,0.040805575,587,-1,0.053324383,538,0.02319005,266,76,17.117666,
54_0,0.3293191,3840,8,0.28386486,3385,2_00006d129901bc9b6cd2,0.35497764,4240,0.29845297,3655,-1,0.07266471,856,0.05038592,686,52,19.705618,
56_0,0.6074817,7117,8,0.5739594,6598,2_0000cea8c7af86dd9cfd,0.6970738,7135,0.6362905,7021,-1,0.069014415,308,0.067044586,352,20,18.743303,
57_0,0.32550204,3871,8,0.30926058,3924,2_000090101861d05ee898,0.48953086,5174,0.3533782,4492,-1,0.19164741,1342,0.14989626,999,50,18.85468,
58_0,0.21428943,1485,8,0.1612447,1059,1_0000a21301e68b68a2a9,0.24401277,1530,0.14742072,891,1,0.04245688,302,0.026487181,199,70,18.041588,
59_0,0.48164022,3949,8,0.466832,3594,1_0000e318a96a03b5fecc,0.53781915,4216,0.49946693,3884,7,0.06708091,864,0.059659034,799,51,18.91136,
60_0,0.5692471,5999,8,0.54417485,5799,2_0000ac0f4b0df7af5aa2,0.62639254,7072,0.596837,6459,-1,0.06228403,943,0.051730923,808,10,17.593025,
61_0,0.29754424,2234,8,0.27502564,1915,2_000063aae3cf85c13188,0.43660453,2642,0.30071035,2047,-1,0.11540333,936,0.09327605,713,58,17.7059,
62_0,0.16949792,1769,8,0.14427195,1509,2_00008ee47033d32541ad,0.25761247,2678,0.14343858,1538,-1,0.08564645,990,0.05122119,669,66,17.328142,
63_0,0.18943784,1283,8,0.15458055,929,1_0000e128869a4b4fb20b,0.23891641,1543,0.15189664,779,11,0.14131498,533,0.10959348,308,66,17.328142,
64_0,0.5279375,3916,8,0.48877376,3495,2_00001e916e1f88f79587,0.6091963,3809,0.53659886,3710,-1,0.16625778,573,0.15028493,563,38,17.953033,
65_0,0.3541587,4173,8,0.31498873,3922,2_00006f7018ac42529d67,0.4144717,5021,0.34653324,4293,-1,0.09389593,888,0.07895381,836,53,17.785145,
66_0,0.34605807,2573,8,0.29975075,2260,2_0000b764a086a77182c0,0.38133663,3386,0.30919006,2315,-1,0.142731,1246,0.13402438,1012,70,17.42122,
67_0,0.1882241,1284,8,0.1442186,878,2_0000811506e4320aeac7,0.20501523,1378,0.13575189,752,-1,0.06138843,660,0.048416745,461,65,17.648558,
68_0,0.47642648,1436,8,0.43236563,1057,1_0000e9bdabedfd692511,0.52684236,1835,0.45678386,920,5,0.13702951,599,0.13733387,372,66,17.270336,
69_0,0.12646353,2382,8,0.099250294,2046,2_0000dd4b3c5e75424322,0.24592933,3555,0.08401431,2076,-1,0.054017812,269,0.027365103,293,32,20.278599,
70_0,0.19605903,6205,8,0.17123316,6462,2_0000e0fdd196d1e08383,0.24397948,8220,0.18191482,7341,-1,0.29889038,1449,0.2412029,1200,4,19.14457,
71_0,0.44438857,6389,8,0.4383192,6483,2_00002b2fc3fbba961bce,0.5756471,8014,0.5014196,7336,-1,0.16268668,1189,0.13554898,995,9,18.37497,
72_0,0.3175178,3364,8,0.28923053,3098,2_0000ab95fd339c6850a9,0.3741066,3732,0.31462166,3350,-1,0.106312335,672,0.084859796,519,55,19.14457,
73_0,0.26762617,1414,8,0.22550608,1058,2_000006120cc1838aecaf,0.3449293,1977,0.23059322,974,-1,0.1141938,812,0.09886123,534,72,17.38935,
74_0,0.17038937,1597,8,0.13772795,1265,1_0000a061e1a6ea4df388,0.23172559,2200,0.1292724,1140,9,0.0876378,574,0.059318274,354,68,17.09529,
75_0,0.4572366,4837,8,0.4349975,4638,2_000056183306e984778a,0.5564779,5244,0.48219174,5060,-1,0.08136236,327,0.072462596,350,25,19.02668,
76_0,0.18131363,4709,8,0.15146321,4434,2_0000407e239da9236fc2,0.2572295,5300,0.16245192,4853,-1,0.12901677,741,0.07963461,659,27,17.996931,
77_0,0.35608846,1292,8,0.34326956,913,1_0000d76f8aba492cab4c,0.45830268,1707,0.3681541,760,1,0.07913852,621,0.056612805,360,67,17.629845,
79_0,0.2554589,1823,8,0.21088505,1468,2_0000f21c0ffa55cc4bc2,0.30649847,2063,0.21308264,1471,-1,0.08816372,760,0.07250497,547,63,17.487465,
80_0,0.5018847,3555,8,0.4425084,3183,2_00008c2718d311058066,0.52541715,4118,0.464669,3508,-1,0.13109925,923,0.11864711,773,66,18.60787,
81_0,0.6559051,7472,8,0.6249441,7076,2_0000217ec0d8077b3a6b,0.7509589,7697,0.68980014,7682,-1,0.07848235,587,0.08099994,679,21,17.9099,
82_0,0.25665182,2036,8,0.23894498,1795,2_0000ad47c6b11d67ae73,0.3560425,2957,0.25824672,1921,-1,0.12272823,1374,0.09634509,1026,43,20.31353,
83_0,0.40404347,1845,8,0.3568601,1466,2_0000c3a77ab894ece568,0.42998326,1562,0.37901586,1510,-1,0.20777255,939,0.19340035,677,61,17.629845,
84_0,0.8323502,8273,8,0.7656954,7683,2_0000b2d32e6b13fc600a,0.82105756,8128,0.8171158,8225,-1,0.04140621,527,0.046945978,613,8,17.298813,
85_0,0.66349375,6777,8,0.61491424,6356,2_000052a4d0a2f7b0baae,0.7365051,7333,0.671981,6891,-1,0.06310363,467,0.057421822,488,11,17.38935,
86_0,0.4741124,1678,8,0.44332987,1322,1_0000cd86dbbed6bd5ba2,0.5606037,2225,0.4766507,1243,1,0.08769575,418,0.0794424,306,73,17.373732,
87_0,0.3022914,1469,8,0.27573818,1123,1_0000ab053a056887f27f,0.45390347,2214,0.28591728,969,8,0.09952952,672,0.078647785,382,68,17.215967,
88_0,0.3259892,1378,8,0.28395978,1016,1_000034d287934440bb78,0.35226628,1637,0.29065102,891,11,0.13072327,632,0.120093934,408,69,17.487465,
89_0,0.21899949,4316,8,0.21645114,4239,2_0000d9c8b049dc5c9813,0.35626042,5321,0.24518387,4757,-1,0.21428503,1257,0.14146571,988,49,19.204464,
90_0,0.47035113,1497,8,0.43399745,1144,1_00002a19ca7a4240599e,0.57093203,2238,0.47102642,1011,7,0.10705081,499,0.10123478,283,59,17.557018,
91_0,0.4617149,2199,8,0.41089785,1938,1_00009f8badda480e860c,0.5173195,3069,0.4316982,2031,5,0.14489819,941,0.14053437,680,57,17.9099,
92_0,0.101634026,1314,8,0.063353136,868,2_000010f77a793d1a3e11,0.09811632,1140,0.045040388,678,-1,0.02658969,204,0.01617453,128,64,17.593025,
93_0,0.2508573,1627,8,0.18731785,1186,1_0000a3c3aba881d4f6a2,0.16093194,1746,0.16311607,1014,3,0.017707083,272,0.011127213,191,61,17.611334,
94_0,0.26960206,3228,8,0.22798276,2764,2_00003429eb3e84cb61f5,0.31228667,3135,0.24428247,2902,-1,0.09371441,676,0.07517749,620,56,17.7059,
95_0,0.19940366,2430,8,0.1794665,2152,2_0000a3567148a2037f3f,0.24322054,2773,0.18943508,2387,-1,0.11173785,1377,0.080325596,1107,33,19.576744,
96_0,0.50880015,2387,8,0.4656838,2089,1_000061d734fd406a41ff,0.54330534,2979,0.4936504,2240,5,0.14470337,1047,0.15347046,831,53,17.867538,
97_0,0.1896471,1284,8,0.14361383,878,2_0000811506e4320aeac7,0.19786477,1378,0.13550286,752,-1,0.060875025,660,0.047740832,461,65,17.52183,
98_0,0.5551028,4559,8,0.5059746,4314,2_00008c49be4a689e8cec,0.58509207,5220,0.5442882,4814,-1,0.083030626,674,0.086374626,582,34,18.227695,
100_0,0.15109378,1285,8,0.11458777,939,2_00008ce861ed8d6a401d,0.24243906,2089,0.10131966,755,-1,0.066144496,500,0.047136195,284,74,17.073797,
102_0,0.5390287,1095,8,0.49628976,735,2_000098bf462e9d4864fd,0.6509032,1279,0.54511505,602,-1,0.60197705,476,0.55036074,302,68,17.140928,
103_0,0.20982064,2629,8,0.1714363,2178,2_0000e29b24a9802aa285,0.21692502,2447,0.17498848,2321,-1,0.08394205,880,0.06545686,799,56,17.9099,
104_0,0.4776272,4338,8,0.4447071,4212,2_000064c82ae7b593d3da,0.593436,5217,0.49319613,4576,-1,0.12764522,789,0.11930591,510,19,20.1746,
105_0,0.15573145,2091,8,0.12343559,1772,1_00005126ccffd96bd7e3,0.27140743,3021,0.110395096,1721,1,0.07177657,525,0.045839287,303,64,18.554893,
106_0,0.36234337,2462,8,0.30913872,2206,2_0000084705d1ee1eb790,0.38498065,2973,0.32617754,2454,-1,0.20876393,1469,0.18283066,1086,69,17.453926,
107_0,0.34404668,2899,8,0.29136962,2736,2_0000084705d1ee1eb790,0.3486782,3479,0.30383387,3135,-1,0.13811527,1496,0.12319561,1119,60,17.453926,
108_0,0.6324694,6180,8,0.5982466,5806,2_00009dced2a44bf8622a,0.6811209,6434,0.6555988,6309,-1,0.06427652,670,0.06594416,681,18,18.041588,
109_0,0.540985,2524,8,0.48507643,2276,2_00008a4f8ca33859c5a5,0.5635338,3323,0.50960207,2480,-1,0.18174921,1428,0.18706207,1060,57,17.9099,
110_0,0.306428,2220,8,0.27189246,1876,1_0000adb3c5531f809212,0.33619618,2365,0.2868012,1934,0,0.11261369,904,0.09269166,739,62,18.30052,
111_0,0.80138427,3062,8,0.77368546,2763,1_0000a61c772d8529b3e3,0.90060294,3488,0.8721939,2999,3,0.05795449,1278,0.051988587,1050,52,18.227695,
112_0,0.34756148,2364,8,0.3074837,2090,1_0000b01e6140bef8177a,0.38136622,2881,0.32020405,2109,9,0.14267689,609,0.13027021,437,60,17.66747,
113_0,0.25346604,4082,8,0.22884253,3968,2_0000d9c8b049dc5c9813,0.3687792,5022,0.26423284,4431,-1,0.19068086,1143,0.12595257,889,51,19.903254,
114_0,0.37183902,1117,8,0.32109702,749,2_000098bf462e9d4864fd,0.42295092,1137,0.34278592,634,-1,0.3760423,516,0.3292682,341,70,17.140928,
115_0,0.16285661,1462,8,0.124308445,1085,2_00006f7018ac42529d67,0.224712,2221,0.11064425,903,-1,0.05230961,373,0.034821965,222,68,17.358324,
116_0,0.108252876,1469,8,0.07926306,1096,1_00007ae70283aaa1ed8d,0.2265403,2231,0.06497265,917,8,0.09443612,546,0.053063456,310,72,17.453926,
117_0,0.29412878,1263,8,0.24584147,988,2_00001eb50d47979da268,0.2957428,1591,0.25091904,1020,-1,0.073237956,950,0.06513403,596,74,17.24272,
118_0,0.12542602,1519,8,0.08277691,1054,2_00007a0a94a0b3b71035,0.11271297,1284,0.069034025,916,-1,0.061541136,608,0.04509939,461,70,17.42122,
119_0,0.4585595,1088,8,0.42336076,747,1_00003b339726e8b65e9d,0.5174161,1528,0.4534851,593,6,0.0561496,452,0.046299964,259,71,17.270336,
120_0,0.3664491,1426,8,0.3312562,1063,1_0000bb7eb4e8d4b03df7,0.48267972,1893,0.3502837,904,8,0.10098632,678,0.08532426,405,66,17.270336,
121_0,0.48604706,2148,8,0.4467283,1839,1_00009f8badda480e860c,0.5480516,2885,0.47747856,1922,5,0.14235944,923,0.13852863,660,64,17.846647,
