system:index,blue,blue_1,current_slice,found_slice,green,green_1,id,nir,nir_1,red,red_1,swir1,swir1_1,swir2,swir2_1,.geo
2_0,0.63157517,8100,10,-1,0.6312752,7695,2_00008296d9b23dda57f3,0.6744162,8176,0.6906466,8373,0.15684377,1066,0.10908262,975,
3_0,0.4352658,1208,10,8,0.38998732,927,1_00004a458e4c7cd4ad80,0.46749955,1818,0.4039143,770,0.22699109,413,0.23921658,205,
4_0,0.47919115,1505,10,-1,0.4766571,1305,2_00005589f4cb895f5898,0.5365373,1801,0.53064936,1377,0.03544531,1921,0.027349412,1531,
6_0,0.16759677,2137,10,-1,0.12783267,1744,2_0000098526cc83dfe2d0,0.22258227,2568,0.11092272,1589,0.053082027,517,0.029411554,317,
7_0,0.42152336,1934,10,-1,0.38207486,1658,2_0000980dc829ea5ddf79,0.4060607,2352,0.40486416,1777,0.058670454,1548,0.055733696,1052,
10_0,0.2113667,2289,10,8,0.1785439,2069,1_000031b9ed18748f3a44,0.36286637,3386,0.17721081,2080,0.09096641,990,0.048450816,619,
11_0,0.67257786,1026,10,-1,0.61652476,736,2_000053696eb42e095f8f,0.7032539,1274,0.65023315,623,0.40918145,800,0.32563177,523,
13_0,0.5195225,1132,10,9,0.4912318,890,1_0000b55607bbdddaea2f,0.6318452,2128,0.54391307,754,0.10320248,581,0.07458179,321,
14_0,0.16720915,1502,10,-1,0.1290021,1191,2_0000978541b57c333688,0.22107682,1788,0.13762458,1199,0.23664603,1762,0.16114599,1135,
15_0,0.12788557,1613,10,0,0.09090292,1357,1_000050bae147b6149018,0.12312817,2016,0.08085124,1325,0.11359089,1214,0.07690237,841,
16_0,0.3918812,2075,10,14,0.360042,1737,1_00003335f602399feae9,0.4106191,2345,0.3721074,1678,0.21614097,764,0.19405158,527,
18_0,0.18849607,1494,10,-1,0.16480514,1227,2_00000daf0d1fc2e07d35,0.2411108,1857,0.17010844,1255,0.08726795,1318,0.064320564,949,
21_0,0.4202045,1305,10,7,0.37486297,977,1_0000ea223aca181e2a09,0.45256427,1843,0.3860802,808,0.21794799,574,0.2291022,317,
22_0,0.3402265,1933,10,9,0.30090094,1730,1_00009bddb856dd53a496,0.3693582,2723,0.30568972,1699,0.15499382,776,0.11405255,458,
25_0,0.16821145,1167,10,11,0.13954608,860,1_0000464e619212e6a9b0,0.28563097,1816,0.13192265,681,0.10176978,491,0.059995826,250,
28_0,0.20391704,1386,10,-1,0.18134055,1222,2_000069faf0ae61515076,0.30515745,2239,0.2037829,1303,0.14707518,1939,0.10360346,1293,
29_0,0.120705195,1536,10,-1,0.08017129,1302,2_0000081cdf7ad5133c00,0.086637154,2368,0.070961505,1448,0.070472494,2761,0.0414576,1770,
30_0,0.12888567,1262,10,9,0.106728114,990,1_0000e2b10f2e384f3a4e,0.30001014,2489,0.10644921,838,0.22603801,717,0.13508359,353,
32_0,0.17830911,1375,10,-1,0.15227425,1178,2_000098d4986d8999d4a0,0.2194829,2035,0.15380391,1260,0.16426979,1762,0.116984636,1261,
33_0,0.86589104,5849,10,-1,0.7996997,5363,2_000083ddea39d44ccde6,0.76420933,5603,0.8281902,5624,0.04491556,906,0.047770754,644,
34_0,0.28733885,1176,10,5,0.25106883,891,1_000027543b4707a4757c,0.35387942,1868,0.25154716,740,0.10595673,457,0.090372175,235,
35_0,0.16991365,1717,10,11,0.14022717,1480,1_00005b5c93401e759b9f,0.23574698,2295,0.14132287,1494,0.106965564,1050,0.07467644,706,
36_0,0.2859445,1032,10,-1,0.24280861,766,2_0000566225ebedf3c35a,0.3249842,2005,0.24261956,611,0.12858836,882,0.11812737,471,
37_0,0.4815964,2338,10,-1,0.43585438,2033,2_0000e55fb338136b5023,0.5070703,2898,0.45432475,2026,0.32944065,614,0.29937163,380,
40_0,0.18747798,1632,10,-1,0.15576717,1333,2_000020067735e9ca6727,0.19472364,1755,0.1545938,1326,0.0708726,1042,0.04784487,727,
41_0,0.36616609,3079,10,-1,0.29837447,2887,2_000042fb22161bcd3ff0,0.30653995,3610,0.29621124,3108,0.14700876,1349,0.10179405,962,
42_0,0.27174532,1753,10,-1,0.24392791,1487,2_0000e4f16a77a51914e3,0.31522337,2490,0.25364724,1503,0.08168507,1419,0.057310563,937,
43_0,0.35666007,1425,10,-1,0.29484543,1285,2_000035a32c73dd55aece,0.28094053,2480,0.28377116,1373,0.16980293,2012,0.12928382,1242,
46_0,0.27540582,1296,10,-1,0.24997191,1080,2_0000c338485f0438e392,0.38928026,1922,0.26925486,1061,0.11508895,1400,0.08915788,938,
47_0,0.25519913,1497,10,-1,0.23110273,1298,2_0000238822413a1f532d,0.32542562,2110,0.24648336,1361,0.07296538,1434,0.056137122,937,
48_0,0.36318198,1158,10,-1,0.29342,929,2_0000e06aae64e3bdafe8,0.28689507,2282,0.28034142,767,0.14472665,758,0.10761798,367,
49_0,0.30151454,1176,10,-1,0.25647616,825,2_0000a89dee83da4c7929,0.33559266,2118,0.2517789,640,0.1226812,697,0.107791215,354,
