system:index,blue,blue_1,blue_2,current_slice,found_slice,green,green_1,green_2,id,nir,nir_1,nir_2,red,red_1,red_2,swir1,swir1_1,swir1_2,swir2,swir2_1,swir2_2,.geo
41_0,0.36616609,0.33268487,1969,11,-1,0.29837447,0.29117778,1841,2_000042fb22161bcd3ff0,0.30653995,0.3477585,3091,0.29621124,0.3005715,1867,0.14700876,0.15830043,1820,0.10179405,0.14866096,1159,
42_0,0.27174532,0.2684854,1274,11,-1,0.24392791,0.22536717,1076,2_0000e4f16a77a51914e3,0.31522337,0.2816202,2452,0.25364724,0.23039171,999,0.08168507,0.12217287,1695,0.057310563,0.106116176,1037,
46_0,0.27540582,0.11406968,983,11,-1,0.24997191,0.09138348,812,2_0000c338485f0438e392,0.38928026,0.16526692,2089,0.26925486,0.08954406,664,0.11508895,0.14620847,1542,0.08915788,0.101219274,923,
47_0,0.25519913,0.11170656,1079,11,-1,0.23110273,0.08370742,897,2_0000238822413a1f532d,0.32542562,0.17018312,2040,0.24648336,0.0810446,860,0.07296538,0.17843522,1751,0.056137122,0.11020379,1080,
49_0,0.30151454,0.23869169,1062,11,-1,0.25647616,0.19866735,784,2_0000a89dee83da4c7929,0.33559266,0.29483724,2216,0.2517789,0.19367197,579,0.1226812,0.11217923,783,0.107791215,0.09089519,381,
51_0,0.49498537,0.59322387,1335,11,1,0.4830114,0.5296252,1100,1_0000c520a0082f1ea8b1,0.67261463,0.60695946,2266,0.5290183,0.5523175,980,0.14457132,0.1813478,666,0.13022082,0.20737165,359,
52_0,0.26020834,0.16472776,1010,11,-1,0.22800991,0.14947423,853,2_0000d2fe56330cdbbdb8,0.2863985,0.18428756,2186,0.23091717,0.1364776,730,0.10601768,0.18934613,1758,0.08203625,0.12599729,1067,
53_0,0.30202278,0.11265002,2513,11,-1,0.2694836,0.109336786,2433,2_00002c821f1e7b046fc3,0.33089846,0.24903207,3512,0.28076124,0.12867685,2685,0.080589935,0.31647825,2064,0.05781426,0.20837429,1340,
54_0,0.89327633,0.6275156,3601,11,-1,0.8334708,0.588901,3179,2_00007b208d9b5e1428e8,0.81882644,0.5775696,3397,0.87442595,0.6242427,3257,0.05559951,0.03440664,1215,0.056919653,0.022717733,766,
57_0,0.47149748,0.33086115,2147,11,-1,0.40217063,0.3151099,1982,2_0000c9168287a6d5b8c8,0.42734918,0.38458964,2657,0.4309996,0.3278998,2132,0.03946825,0.17038614,2006,0.028548181,0.1382153,1410,
58_0,0.15500447,0.13855527,928,11,10,0.12487776,0.111592874,710,1_000075b51e039e179b73,0.20701487,0.17300421,1550,0.11543199,0.106873095,591,0.12012553,0.078907065,783,0.07471544,0.05205316,437,
62_0,0.10404249,0.20236129,869,11,-1,0.07224173,0.17043696,652,2_00005fb71bebe78be04f,0.17310415,0.27318522,1901,0.05301127,0.1617718,480,0.046591114,0.04928784,579,0.021930521,0.03859839,255,
63_0,0.6239534,0.5744127,1196,11,-1,0.5913121,0.5239927,1000,2_0000ac598f0c19b94afa,0.6250447,0.58674955,1789,0.63822126,0.5454748,1112,0.039649867,0.16818294,2208,0.037121866,0.18585676,1452,
64_0,0.11449365,0.12947626,1062,11,-1,0.08778721,0.0988143,900,2_00009bec97e724b75bc4,0.158431,0.17136952,2248,0.0898281,0.09710061,771,0.16163811,0.20071326,1829,0.110761754,0.13561921,1118,
65_0,0.13787848,0.11571589,1218,11,-1,0.11024533,0.09626716,1098,2_0000a174d3c4718f212c,0.21741712,0.24678463,2469,0.120528765,0.11932354,1223,0.29678342,0.315791,2761,0.19265644,0.20859241,1826,
66_0,0.14806558,0.26219717,1730,11,-1,0.10443382,0.24039912,1489,2_00001382a8916eab6a2a,0.102855645,0.3904438,2238,0.08695728,0.25255293,1424,0.031428758,0.09884204,943,0.022074187,0.069888726,563,
68_0,0.12780103,0.13009648,1117,11,8,0.105147645,0.10416004,862,1_00006508755c350ad798,0.26852474,0.20917636,2156,0.10217264,0.100072086,691,0.18807577,0.08352691,742,0.11125259,0.044608448,371,
69_0,0.24252638,0.27913526,1821,11,-1,0.21172309,0.23626278,1584,2_0000767116e26507cb5b,0.31117108,0.28508824,2153,0.23612808,0.24240693,1668,0.20760989,0.1731556,1944,0.14454085,0.1518286,1360,
71_0,0.39492214,0.11363612,1837,11,-1,0.3695821,0.08811856,1665,2_00001d6e5b70308d4403,0.45039254,0.19111815,2577,0.38984552,0.09044601,1795,0.26452085,0.15478723,1391,0.22864717,0.09968649,922,
72_0,0.2709419,0.28427875,1059,11,8,0.25557107,0.2667116,788,1_000086f12c5ff9625d4a,0.38200858,0.41164073,1884,0.2683078,0.2800527,604,0.10173879,0.13683608,720,0.06978853,0.105237275,361,
73_0,0.45390058,0.32508102,1894,11,-1,0.42114034,0.287742,1704,2_00008488dcc8264f4c2f,0.48425835,0.35251737,2521,0.44847172,0.30433303,1738,0.20810536,0.11363724,1571,0.18841803,0.10003214,952,
74_0,0.41780978,0.5428612,1121,11,2,0.37435883,0.52970284,910,1_0000db7f9c590146b24c,0.4596538,0.7423321,1960,0.3857021,0.5841933,808,0.18316202,0.063616335,838,0.18155505,0.039952543,458,
75_0,0.18516444,0.3396708,1682,11,-1,0.14301343,0.30219963,1494,2_000004ac0c470a2521b2,0.29808715,0.41888875,2935,0.12708305,0.30491686,1449,0.07389177,0.10442867,868,0.03939094,0.094079524,532,
77_0,0.17322007,0.10582727,958,11,-1,0.13937758,0.076826274,750,2_00002411c3e498eeed64,0.20331353,0.15597263,1745,0.13527685,0.0695233,611,0.080155194,0.14571683,1257,0.0589941,0.0943587,750,
78_0,0.2986945,0.12334343,1154,11,11,0.24905929,0.10086161,950,1_0000af9d4e2cf2d78dce,0.2827088,0.17699322,2094,0.24337743,0.096058674,850,0.17113258,0.09754043,1190,0.13904338,0.05942353,700,
79_0,0.22338848,0.16845134,1217,11,1,0.19683866,0.15075612,973,1_00004079f0ac4f43d8fe,0.32499525,0.2922504,2169,0.19687137,0.14842005,798,0.054353483,0.078745596,654,0.03202632,0.043937467,334,
81_0,0.17964432,0.1052995,1254,11,-1,0.14889356,0.067651466,1021,2_0000b279dfba52bd86e6,0.23967576,0.05244773,2154,0.14070338,0.050388083,873,0.077881865,0.01211028,1112,0.048721164,0.007052854,639,
83_0,0.27892825,0.113209344,1051,11,-1,0.24220106,0.08513111,876,2_00002d85d8cccb55e372,0.31932518,0.15982185,2019,0.25140542,0.082679205,772,0.12464992,0.20171511,1570,0.10359419,0.13327277,953,
84_0,0.20338076,0.10685549,1018,11,-1,0.17652595,0.08360196,868,2_000024bd4a505348b4ba,0.29880607,0.19501853,2357,0.18469785,0.082283735,771,0.18565679,0.21661109,1901,0.13305373,0.13994299,1153,
85_0,0.14608674,0.11769603,1381,11,-1,0.11839479,0.098599926,1230,2_000044bec0b2db7b7229,0.2254664,0.23446982,2117,0.12833925,0.117451906,1315,0.2998885,0.3156825,2119,0.19401962,0.20696491,1407,
86_0,0.41013467,0.29383212,1369,11,13,0.3588947,0.25215852,1076,1_000024c22b9f4fa9e4aa,0.41771784,0.32915494,2000,0.36564893,0.25120527,913,0.14232984,0.10979219,787,0.14196143,0.09982429,464,
87_0,0.87294364,0.8422399,6506,11,-1,0.8431953,0.8241893,6416,2_0000da20326bac9f6c46,0.9083205,0.9224398,6887,0.905164,0.88777477,6849,0.08481772,0.10700831,622,0.090148166,0.112668484,467,
88_0,0.48160294,0.12389373,2537,11,-1,0.47506735,0.110810995,2506,2_00002c4f92bcb4e6e181,0.65933,0.23341417,3561,0.5363018,0.1307261,2798,0.23395675,0.30087754,2213,0.18638231,0.20398435,1497,
90_0,0.50010586,0.23332182,2529,11,-1,0.46126148,0.17861919,2397,2_00008d982558189d9fb3,0.5273868,0.1713768,3218,0.48374307,0.1670791,2543,0.32482862,0.024649868,1528,0.27240375,0.016580567,938,
91_0,0.32275593,0.108331904,1219,11,-1,0.29700106,0.08378652,1054,2_00007903cf5a6e2d9c91,0.37360075,0.1605337,1967,0.32101774,0.08787302,1024,0.18132514,0.24126193,2076,0.16147275,0.16812669,1369,
95_0,0.17427623,0.13145775,1074,11,-1,0.14681458,0.10081988,935,2_000024ae97a5be711409,0.2105557,0.1806015,2559,0.15899315,0.1054364,884,0.11432327,0.24029449,2327,0.08046843,0.16386276,1450,
98_0,0.21232027,0.17848077,1570,11,-1,0.18048353,0.1445103,1358,2_0000761cd7301129fd62,0.28139547,0.19563246,2384,0.18034187,0.13869147,1240,0.1216652,0.06732218,943,0.08790853,0.04781861,547,
101_0,0.1329763,0.19890122,1112,11,9,0.11345285,0.1634078,874,1_0000e2b10f2e384f3a4e,0.30431768,0.1934322,2436,0.118535146,0.15423752,694,0.24980702,0.035797242,728,0.15566066,0.020660752,346,
102_0,0.79408914,0.70500827,4998,11,-1,0.76769924,0.6907662,4902,2_00006aba3f82abdbfd93,0.797313,0.7944561,5151,0.8225764,0.75232655,5276,0.05704636,0.088324144,873,0.05762268,0.08889541,659,
103_0,0.6064564,0.11305253,1034,11,-1,0.54363227,0.08628103,784,2_0000d6cdab076c7d0481,0.61964536,0.20216118,1639,0.5698041,0.07318063,644,0.37679785,0.08153376,737,0.33153751,0.0425698,409,
104_0,0.7430257,0.17880338,1014,11,-1,0.70327777,0.15796456,866,2_00000b41fc994f1539a5,0.81969947,0.2514583,1816,0.7406519,0.16602647,820,0.48486182,0.15965024,1540,0.39671472,0.10480482,953,
106_0,0.7358665,0.7565402,1622,11,-1,0.68531984,0.69654095,1385,2_000008470c8b97e3d483,0.64656436,0.7738609,1993,0.71993166,0.73046535,1481,0.016026234,0.21632907,1484,0.014716106,0.2406733,1000,
108_0,0.40994135,0.5203721,1255,11,-1,0.3816726,0.46515146,1049,2_00002fc31b4cebae7b57,0.3843833,0.5158397,1835,0.40502632,0.48215482,1149,0.025468664,0.22418134,2110,0.021566447,0.23018883,1391,
113_0,0.25532365,0.1278629,1218,11,7,0.22801003,0.10187227,929,1_0000c3e45707791fb66a,0.32870233,0.21053787,1886,0.23014578,0.1004146,773,0.12163569,0.1640715,709,0.07659191,0.10685037,402,
114_0,0.47927335,0.431271,5034,11,-1,0.44353738,0.38518152,4935,2_0000d0ac72b73b5cdd6a,0.48811522,0.47805125,5845,0.46739206,0.40724146,5379,0.1319222,0.24773219,1548,0.10904995,0.21734338,1170,
115_0,0.3977008,0.34690496,1257,11,11,0.35002214,0.30105132,946,1_0000a67e66a17e631b59,0.39981914,0.38185835,1612,0.35511848,0.31558418,773,0.14226843,0.12648946,778,0.1382773,0.111574925,483,
117_0,0.2164796,0.16937125,1049,11,-1,0.19122763,0.12845206,873,2_0000a4ab5ae3da7d0d34,0.24773431,0.18128274,2001,0.1959412,0.12450467,718,0.061022464,0.13886137,1194,0.04335423,0.096296474,694,
119_0,0.30384782,0.23635614,1138,11,-1,0.2577042,0.19714396,864,2_0000a89dee83da4c7929,0.33863205,0.2931528,2230,0.25306836,0.19164048,670,0.12169877,0.11072565,829,0.10769911,0.09023127,426,
122_0,0.3096415,0.10150593,978,11,-1,0.26527023,0.07758366,815,2_00001cb17a16dfa15ed4,0.29366133,0.13723823,2104,0.27056053,0.07979962,662,0.21319892,0.19951166,1456,0.17026964,0.13907647,827,
123_0,0.16920248,0.16632718,1469,11,-1,0.13737452,0.13201293,1289,2_00009a3480807df1fea2,0.23200598,0.19572923,2276,0.1415343,0.1314322,1383,0.22024944,0.17626661,1600,0.14267945,0.114898905,952,
126_0,0.4826389,0.13550882,1199,11,7,0.46800297,0.1153764,928,1_0000c3e45707791fb66a,0.5362588,0.24832742,2294,0.50055283,0.113533676,752,0.07127812,0.16728435,827,0.050397426,0.11047847,432,
127_0,0.25093883,0.26479572,873,11,6,0.23045814,0.246215,646,1_00000e0643e441a6d028,0.30993932,0.3829529,1424,0.24447578,0.2645516,512,0.07324794,0.12415182,679,0.048200015,0.096619785,359,
133_0,0.42014146,0.44080448,1273,11,9,0.38003045,0.42525852,1106,1_00004127de6e02eaeda4,0.48435688,0.5646945,2406,0.3972974,0.45282206,1007,0.24069752,0.21127628,678,0.24151675,0.19047761,346,
135_0,0.61794454,0.12414689,2443,11,-1,0.5528473,0.102559015,2233,2_0000f6874e28f114cf7a,0.62915134,0.17857441,2790,0.57942164,0.10719229,2341,0.44314018,0.17967862,1493,0.37063146,0.12243036,1017,
136_0,0.39495346,0.45257616,2744,11,-1,0.3817914,0.43043554,2630,2_00001ed743a005705226,0.45259622,0.5547067,3933,0.413437,0.4719726,2812,0.09651285,0.10243318,1830,0.06862675,0.07476899,1117,
137_0,0.2543858,0.24786964,929,11,2,0.22591963,0.22549139,710,1_000025582eae3c7c1fb2,0.26187074,0.35219297,1600,0.22480212,0.2458895,575,0.08160682,0.13993865,830,0.05549608,0.11086049,442,
138_0,0.9309757,0.86652577,6430,11,-1,0.90425855,0.84650826,6414,2_00002b0e8789066309a4,0.887185,0.9509733,6571,0.95847636,0.9194728,7026,0.089823194,0.113949835,829,0.09071872,0.11595292,617,
139_0,0.3961619,0.27336827,1878,11,0,0.37981153,0.24963054,1734,1_0000007402d8368501ac,0.52207565,0.33840495,2930,0.405887,0.2624758,1745,0.109627195,0.057558864,807,0.079131015,0.04466086,481,
140_0,0.51948625,0.10495889,1227,11,0,0.4800914,0.08864896,962,1_00009e32c4b5a9ea8c18,0.6249396,0.2509575,2088,0.5077088,0.09182966,782,0.3831717,0.20987637,810,0.30405426,0.12383316,428,
142_0,0.15336174,0.11652965,1354,11,-1,0.11774942,0.093744524,1182,2_0000c9551ee911c6678d,0.19624905,0.20929767,2264,0.12088824,0.107741095,1259,0.22103685,0.22985853,2136,0.14508936,0.15879063,1407,
149_0,0.88983786,0.7358237,4358,11,-1,0.8345146,0.7061476,3999,2_0000f7d87b2ce6319428,0.7806344,0.6414873,4368,0.8700971,0.73975664,4150,0.05341974,0.0148242805,1095,0.05351184,0.011798916,663,
151_0,0.44050834,0.57036763,1027,11,1,0.4057442,0.52055913,750,1_0000c325ef84992a6b13,0.49730095,0.5910393,1653,0.42649302,0.54114884,565,0.100880004,0.19598451,508,0.09177003,0.21709307,242,
152_0,0.24729155,0.17946248,1015,11,-1,0.2102189,0.15606335,855,2_0000d2fe56330cdbbdb8,0.27139395,0.19974864,2195,0.21222614,0.14877382,731,0.102602035,0.1886976,1666,0.08089506,0.13525836,1004,
153_0,0.43021032,0.29665077,2205,11,-1,0.40488973,0.2834379,2066,2_00000ac6c97ea437a6e1,0.43858054,0.3502267,3192,0.4369605,0.31618345,2170,0.05637135,0.06960523,1571,0.038340915,0.047961142,969,
155_0,0.33581895,0.14323217,1157,11,-1,0.2964715,0.107935295,966,2_00004f2d89cf6440ea61,0.3435746,0.14122951,2258,0.29969496,0.09890753,732,0.2371173,0.06564692,1152,0.18723045,0.0482109,644,
156_0,0.33511907,0.35330188,1743,11,-1,0.31056175,0.3145255,1581,2_00003c3f79d71db72a4c,0.36811605,0.3865895,2785,0.33283395,0.32992685,1618,0.07808983,0.17747016,1937,0.055634815,0.16283345,1280,
157_0,0.53462726,0.60461783,4716,11,-1,0.4751901,0.55260444,4236,2_00006ebe790cdd6fbc29,0.49078622,0.60620266,4291,0.48526004,0.5790184,4349,0.0828927,0.120903134,635,0.07555516,0.12980224,522,
158_0,0.40680355,0.09659752,1201,11,9,0.36430126,0.078207776,953,1_00009bddb856dd53a496,0.45032752,0.20187625,1900,0.37858972,0.06783144,807,0.2921694,0.1275981,751,0.23040126,0.07435518,391,
159_0,0.31746197,0.1023621,970,11,-1,0.27601308,0.079673715,861,2_00001cb17a16dfa15ed4,0.3062642,0.15315284,2398,0.28193572,0.08486107,689,0.21893002,0.21185051,1603,0.17324993,0.14426382,892,
160_0,0.62123775,0.7168599,6143,11,-1,0.58545196,0.7016225,6228,2_00003f6e72ab4bf8ee23,0.6564798,0.8488299,6790,0.62300235,0.7725388,6734,0.14358687,0.17097661,1121,0.14000136,0.14919034,883,
161_0,0.44002107,0.22119163,1063,11,1,0.4042281,0.18011871,825,1_000061055afc3e2544dc,0.5645992,0.20268534,1978,0.44841924,0.16694334,636,0.084725514,0.028919531,727,0.06597681,0.019721627,364,
165_0,0.53354245,0.13208747,2587,11,-1,0.49579465,0.090277895,2438,2_0000651a0a8a9ce86511,0.58096355,0.078154184,3142,0.52692556,0.07940104,2643,0.28660616,0.02774924,1670,0.2862911,0.016951973,1225,
166_0,0.3322046,0.25072336,2060,11,-1,0.27638903,0.22520411,1914,2_0000ec1b54e36c71c5cd,0.29010147,0.25869483,3059,0.27546328,0.23546043,1985,0.14338052,0.08970859,1754,0.11510427,0.06684151,1078,
168_0,0.20725372,0.23059028,1022,11,1,0.1646603,0.22085144,803,1_0000ff2679d521b8efbc,0.1672599,0.31063628,1561,0.15529032,0.23852745,688,0.027024396,0.044242326,1062,0.020425415,0.028281555,615,
169_0,0.4292476,0.1823067,1149,11,0,0.38418967,0.1280816,936,1_00009ae758786a8a8fd6,0.46085113,0.10478921,2059,0.3969193,0.10643401,812,0.22522658,0.008277017,561,0.2368534,0.0054118936,273,
173_0,0.38231847,0.38718742,3076,11,-1,0.35077107,0.3829655,2891,2_0000ebf746d8ea07a35b,0.41089088,0.47844124,3634,0.36446846,0.41253895,3100,0.085128374,0.090611935,1521,0.0618552,0.06945394,1037,
175_0,0.12242916,0.14025646,1172,11,-1,0.08184633,0.107616365,839,2_0000f15fd347353e35a9,0.10962884,0.17874458,1406,0.06394995,0.09393479,665,0.03981734,0.037504528,440,0.026221983,0.0233393,243,
177_0,0.30416775,0.5090544,1141,11,-1,0.26760942,0.4568107,968,2_00003cddcef85a14d166,0.3195154,0.5074989,2202,0.28356674,0.47322404,961,0.094282,0.10998536,2204,0.068642594,0.12495045,1390,
179_0,0.23231448,0.28554115,1882,11,-1,0.19372332,0.24965686,1608,2_000094758289b4c64fa0,0.2176701,0.30177742,2383,0.18592526,0.25418773,1536,0.07199384,0.1051433,902,0.05750297,0.093064256,587,
180_0,0.54910797,0.11036029,2414,11,-1,0.5154248,0.07157501,2231,2_0000651a0a8a9ce86511,0.60487896,0.05783303,2845,0.5524794,0.05788609,2407,0.24895288,0.030853124,1823,0.25210378,0.018198831,1346,
181_0,0.1104702,0.112418406,960,11,-1,0.080644116,0.08122915,757,2_0000a689443931b8f9d0,0.18983148,0.17709063,2003,0.06764076,0.065120414,578,0.068981916,0.10548453,1124,0.03641522,0.057632886,610,
184_0,0.46312112,0.33335376,2018,11,-1,0.47785148,0.31839645,1829,2_000007a399778efe99ee,0.5078822,0.415673,2850,0.5084822,0.34866205,1936,0.08184196,0.20659456,1870,0.062401492,0.17049721,1272,
186_0,0.20008236,0.0936535,1595,11,-1,0.15533155,0.06729442,1362,2_0000b4fdfb75582f04b1,0.19255814,0.18422315,2535,0.14600377,0.059768345,1255,0.07938479,0.105459854,1127,0.057629354,0.060399644,673,
187_0,0.59458464,0.44732094,1765,11,-1,0.54078317,0.39581937,1535,2_0000279bbda8899363d3,0.6030753,0.43727186,2266,0.5850297,0.40854457,1655,0.21984932,0.16032118,1895,0.20602,0.16742107,1197,
190_0,0.44528735,0.51229805,1151,11,0,0.3987446,0.4790865,817,1_00002477c5e2fdc81fa9,0.4569844,0.53777665,1506,0.40890664,0.5053057,643,0.123479426,0.09030454,594,0.11997951,0.08817709,345,
192_0,0.5540864,0.1355097,2860,11,-1,0.52270335,0.09351443,2739,2_0000651a0a8a9ce86511,0.6085655,0.0714689,3500,0.5603567,0.07754402,3023,0.22730617,0.020002797,1660,0.22818843,0.011646189,1227,
194_0,0.5670078,0.114222966,948,11,-1,0.504246,0.09222655,780,2_0000601f80b72ca8f914,0.53685224,0.21814683,2954,0.5178743,0.104336075,636,0.22143756,0.2666074,2294,0.21282998,0.18938377,1341,
195_0,0.48675156,0.25528777,1161,11,1,0.44065386,0.2384419,922,1_000062cb9bab1b5c6293,0.52708316,0.37686977,1929,0.4610717,0.24584346,758,0.2532066,0.06425303,786,0.2664404,0.035018165,409,
197_0,0.16371393,0.13907064,1428,11,-1,0.13461323,0.11496074,1230,2_000039ff0ca6ab1ab448,0.2588162,0.24471681,2544,0.125403,0.10459322,1129,0.09306223,0.09276775,1371,0.054211296,0.055563454,834,
199_0,0.43444657,0.2538552,988,11,7,0.39039692,0.20605008,775,1_00005a1d086a067acc4e,0.46444318,0.18859406,1909,0.40337867,0.19021232,622,0.224943,0.011089082,613,0.23549852,0.0073750336,300,
204_0,0.29460618,0.09115252,948,11,11,0.25314087,0.06783144,712,1_00007ecfe1e92a65aaea,0.32801127,0.17688571,1608,0.25261694,0.052575145,526,0.17681545,0.0881218,759,0.13906859,0.04630825,370,
205_0,0.3331386,0.43847337,2004,11,-1,0.29389566,0.39101326,1759,2_00004da1ca4358749d6f,0.34620947,0.44783977,2407,0.30583918,0.40540424,1753,0.15036026,0.1955476,1364,0.115596116,0.19901562,786,
206_0,0.41765642,0.43105507,1237,11,0,0.3737847,0.39554417,894,1_00002477c5e2fdc81fa9,0.4384717,0.48339725,1928,0.37842056,0.4217404,704,0.125782,0.0976543,649,0.12197508,0.09127667,351,
208_0,0.1679847,0.10329628,1049,11,-1,0.135971,0.07421619,878,2_00007a9104b71f8e09a9,0.1976087,0.13728017,2166,0.13199145,0.06641228,775,0.089842446,0.12399244,1686,0.061428145,0.080306396,1020,
209_0,0.37167892,0.5929054,1110,11,9,0.39381945,0.5818252,848,1_0000a125a5340dae74aa,0.52972275,0.74493074,1874,0.4242402,0.6314925,670,0.08184196,0.06672835,673,0.056761358,0.053000964,335,
212_0,0.31815195,0.12965062,1272,11,9,0.29857847,0.10652033,1024,1_00006ef85942c57226f0,0.40757826,0.24774985,2807,0.30543816,0.10385251,860,0.111324154,0.18459056,961,0.073388726,0.11378121,500,
213_0,0.34832972,0.1246719,982,11,-1,0.3248369,0.10364629,865,2_00006a20697902fb50a4,0.43999168,0.21495683,2924,0.3523434,0.115960196,784,0.11765609,0.28263223,2362,0.08710992,0.18974143,1389,
214_0,0.40936154,0.3097953,2916,11,-1,0.36307997,0.28687358,2655,2_000076e6c65fb03532e5,0.41468668,0.3860049,3601,0.36851802,0.29501706,2798,0.23301698,0.08058126,998,0.1905613,0.06110148,703,
218_0,0.26941103,0.10258444,1063,11,-1,0.24915665,0.079330906,866,2_000093a10221b9661fb3,0.3220959,0.17089497,1780,0.2574629,0.07906726,786,0.118266284,0.21030995,1629,0.09921749,0.14342311,1050,
