system:index,blue,blue_1,blue_2,current_slice,found_slice,green,green_1,green_2,id,nir,nir_1,nir_2,red,red_1,red_2,swir1,swir1_1,swir1_2,swir2,swir2_1,swir2_2,.geo
15_0,0.28586623,0.28586623,1970,4,0,0.23090091,0.23090091,1285,1_000050bae147b6149018,0.34241167,0.34720656,1308,0.25235838,0.25235838,1129,0.12938078,0.14141709,736,0.113227144,0.120192856,624,
40_0,0.16621755,0.15991986,1941,4,-1,0.09570788,0.08914313,1153,2_000020067735e9ca6727,0.06385329,0.0455452,819,0.06976297,0.062963486,879,0.015494863,0.009162264,188,0.011963472,0.0062816753,139,
65_0,0.36295617,0.28081465,5221,4,-1,0.31759542,0.22408213,4953,2_0000a174d3c4718f212c,0.5132006,0.29372162,7319,0.37010732,0.24377647,5751,0.119130366,0.06085442,1087,0.10788757,0.060743727,1101,
85_0,0.3325993,0.2775431,4310,4,-1,0.29361802,0.2254678,3951,2_000044bec0b2db7b7229,0.47039562,0.32332158,6024,0.33624452,0.24580851,4534,0.13318387,0.08147352,1107,0.1115631,0.07702251,1027,
104_0,0.31570947,0.19609985,7966,4,-1,0.27066213,0.16863704,7183,2_00000b41fc994f1539a5,0.36765823,0.25869077,8458,0.28598133,0.17100833,7590,0.14605236,0.09463085,3313,0.12842168,0.07494366,3079,
127_0,0.20529531,0.22667024,1767,4,6,0.13984652,0.16703305,1171,1_00000e0643e441a6d028,0.17640077,0.22048406,1485,0.120886855,0.16112822,1005,0.032838136,0.105002835,214,0.023130784,0.09168571,192,
130_0,0.31328422,0.19368544,6216,4,-1,0.25594208,0.12151782,5551,2_00005c27a53c6ff8a5b9,0.4175795,0.110758096,7121,0.28275427,0.105290115,6256,0.11555166,0.022733722,1106,0.09422828,0.021013733,1174,
137_0,0.23555495,0.35025495,1695,4,2,0.1674518,0.27439004,1093,1_000025582eae3c7c1fb2,0.18110277,0.33525634,1319,0.15213239,0.282284,908,0.04180012,0.15773009,237,0.033151817,0.13907346,199,
142_0,0.23230031,0.22373596,3023,4,-1,0.16193947,0.15079647,2329,2_0000c9551ee911c6678d,0.20993756,0.16955787,3025,0.15610187,0.13946846,2307,0.06918641,0.043149214,408,0.05772741,0.03709187,409,
150_0,0.27337468,0.28554696,2724,4,-1,0.2365346,0.26994058,2378,2_00002b6cd6eabd9e799a,0.3329654,0.42363304,3991,0.2548571,0.28824914,2569,0.114917085,0.12937295,1217,0.09513356,0.09959401,945,
194_0,0.30234545,0.28719002,3333,4,-1,0.26161718,0.25084573,2912,2_0000601f80b72ca8f914,0.36889789,0.33907706,4088,0.28721195,0.27158886,3177,0.12336604,0.10505954,1082,0.10729611,0.085309744,945,
234_0,0.21469931,0.22533602,1687,4,8,0.1431076,0.16353014,1045,1_00003d50999ea5f79022,0.12520966,0.18716422,875,0.12141772,0.1554237,843,0.025936816,0.087099954,232,0.016305303,0.076023325,196,
257_0,0.24740627,0.2429513,1920,4,0,0.18313375,0.17204839,1233,1_00006af112204c5cdb10,0.23061576,0.21962798,1340,0.17946327,0.1690941,1080,0.07502335,0.07502335,768,0.0649179,0.06701568,659,
259_0,0.32061797,0.32061797,2061,4,0,0.2625568,0.26417553,1468,1_0000438ef047ef07d59e,0.36539078,0.37340644,1829,0.28825018,0.2906086,1397,0.109890245,0.120192856,1002,0.09859028,0.10853119,855,
272_0,0.25709313,0.34885186,1694,4,2,0.18443967,0.27009156,1074,1_000025582eae3c7c1fb2,0.21485099,0.33091933,1268,0.17260884,0.27615187,879,0.04300052,0.15700632,230,0.033596523,0.13939369,190,
313_0,0.3570658,0.31710687,5093,4,-1,0.3251336,0.29449394,4598,2_00009cdd41a96fcacd2c,0.5128546,0.46476287,5695,0.3879549,0.35304216,5078,0.17036332,0.187214,892,0.13887602,0.14017677,936,
318_0,0.2916636,0.25532684,2590,4,-1,0.25441223,0.22433469,2265,2_000020324a08238601dd,0.3848228,0.36721846,3671,0.27400813,0.24143001,2425,0.13620266,0.10918944,1174,0.11755748,0.08426337,932,
322_0,0.30113405,0.18682954,6937,4,-1,0.24789503,0.11362091,6274,2_00005c27a53c6ff8a5b9,0.40572795,0.10506281,7870,0.27060252,0.09638217,7095,0.11439843,0.022958066,1072,0.09123403,0.021238081,1249,
336_0,0.3066541,0.32249492,3107,4,-1,0.26824635,0.2967968,2812,2_0000f6e5bafcd580d50b,0.3626542,0.42639035,4422,0.29444635,0.33479252,3167,0.15266863,0.11922605,1433,0.12329002,0.09578892,1128,
350_0,0.26233187,0.21968848,6604,4,-1,0.20618996,0.14520854,5973,2_0000a377aafb05cdaa94,0.34914464,0.18758589,7357,0.21865793,0.1368748,6698,0.099527545,0.045619983,840,0.079996794,0.035300065,982,
358_0,0.4100843,0.38827625,5916,4,-1,0.36953187,0.34714058,5452,2_0000f0428a24c3337fd8,0.54033923,0.49403697,6978,0.42701954,0.39744997,6083,0.15232855,0.1424556,1068,0.13183752,0.11429169,1034,
